Helyrajziszam,Telepules,Tombazonosito,Qt_vil_cs,Qt_vil_real_cs,Qt_el_real_cs,Qt_el_cs_real_cs,Qt_ga_real_cs,Qt_ol_real_cs,Qt_sz_real_cs,Qt_bm_real_cs,Qt_th_real_cs,Dt,Qt_el_real,Qt_el_cs_real,Qt_ga_real,Qt_ol_real,Qt_sz_real,Qt_bm_real,Qt_th_real,Qt_vil,Qt_vil_real,deltaQt,TFCO2_t,TFCO2_t_cs,Dt_cs,Tt_t,Tt_e,adat_t,Et_vil_e_cs,Et_vil_t_cs,Et_vil_real_e_cs,Et_vil_real_t_cs,Et_vil_e,Et_vil_t,Et_vil_real_e,Et_vil_real_t,deltaEt_e,deltaEt_t,deltaTFCO2_t,pott
HUN_Szarvaskő_183,Szarvaskő,Szarvaskő_017,,,,,,,,,,,,,,,,,,,,,,,,1946.255,,,,,,,,,,,,,,
HUN_Szarvaskő_184,Szarvaskő,Szarvaskő_017,,,,,,,,,,,,,,,,,,,,,,,,99.33499999,,,,,,,,,,,,,,
HUN_Szarvaskő_185,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,12084.17073,,,,,,,,,,,,,,
HUN_Szarvaskő_186,Szarvaskő,Szarvaskő_018,,,,,,,,,,,,,,,,,,,,,,,,1173.96,,,,,,,,,,,,,,
HUN_Szarvaskő_187,Szarvaskő,Szarvaskő_018,,,,,,,,,,,,,,,,,,,,,,,,1039.68,,,,,,,,,,,,,,
HUN_Szarvaskő_188,Szarvaskő,Szarvaskő_018,,,,,,,,,,,,,,,,,,,,,,,,1186.4,,,,,,,,,,,,,,
HUN_Szarvaskő_189,Szarvaskő,Szarvaskő_018,,,,,,,,,,,,,,,,,,,,,,,,1321.125,,,,,,,,,,,,,,
HUN_Szarvaskő_19,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,382.739945,,,,,,,,,,,,,,
HUN_Szarvaskő_190,Szarvaskő,Szarvaskő_018,,,,,,,,,,,,,,,,,,,,,,,,875.1600001,,,,,,,,,,,,,,
HUN_Szarvaskő_191,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,257.655,,,,,,,,,,,,,,
HUN_Szarvaskő_192,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,844.61,,,,,,,,,,,,,,
HUN_Szarvaskő_193,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,380.04,,,,,,,,,,,,,,
HUN_Szarvaskő_194/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,12719.04662,,,,,,,,,,,,,,
HUN_Szarvaskő_194/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,718.2244394,,,,,,,,,,,,,,
HUN_Szarvaskő_194/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1251.043749,,,,,,,,,,,,,,
HUN_Szarvaskő_195,Szarvaskő,Szarvaskő_019,,,,,,,,,,,,,,,,,,,,,,,,697.3749999,,,,,,,,,,,,,,
HUN_Szarvaskő_196,Szarvaskő,Szarvaskő_019,,,,,,,,,,,,,,,,,,,,,,,,720.9250001,,,,,,,,,,,,,,
HUN_Szarvaskő_197,Szarvaskő,Szarvaskő_019,,,,,,,,,,,,,,,,,,,,,,,,1764.66,,,,,,,,,,,,,,
HUN_Szarvaskő_198/1,Szarvaskő,Szarvaskő_019,,,,,,,,,,,,,,,,,,,,,,,,1003.975094,,,,,,,,,,,,,,
HUN_Szarvaskő_198/2,Szarvaskő,Szarvaskő_019,,,,,,,,,,,,,,,,,,,,,,,,751.6173715,,,,,,,,,,,,,,
HUN_Szarvaskő_199,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7059.701635,,,,,,,,,,,,,,
HUN_Szarvaskő_2,Szarvaskő,Szarvaskő_007,,,,,,,,,,,,,,,,,,,,,,,,607.715,,,,,,,,,,,,,,
HUN_Szarvaskő_20,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,482.57,,,,,,,,,,,,,,
HUN_Szarvaskő_200/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7678.090065,,,,,,,,,,,,,,
HUN_Szarvaskő_200/12,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,536.140015,,,,,,,,,,,,,,
HUN_Szarvaskő_200/19,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3938.210247,,,,,,,,,,,,,,
HUN_Szarvaskő_200/2,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,732.8900001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/20,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,224.8451467,,,,,,,,,,,,,,
HUN_Szarvaskő_200/22,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,597.4,,,,,,,,,,,,,,
HUN_Szarvaskő_200/23,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,605.145,,,,,,,,,,,,,,
HUN_Szarvaskő_200/24,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,594.74,,,,,,,,,,,,,,
HUN_Szarvaskő_200/26,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,1596.465,,,,,,,,,,,,,,
HUN_Szarvaskő_200/27,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,605.5899999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/29,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,597.6300001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/3,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,614.975,,,,,,,,,,,,,,
HUN_Szarvaskő_200/30,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,736.495,,,,,,,,,,,,,,
HUN_Szarvaskő_200/31,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,589.9149999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/32,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,588.15,,,,,,,,,,,,,,
HUN_Szarvaskő_200/33,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,606.845,,,,,,,,,,,,,,
HUN_Szarvaskő_200/34,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,607.395,,,,,,,,,,,,,,
HUN_Szarvaskő_200/36,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,655.3950001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/37,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,653.325,,,,,,,,,,,,,,
HUN_Szarvaskő_200/38,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,603.1300001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/39,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,495.145,,,,,,,,,,,,,,
HUN_Szarvaskő_200/4,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,601.5,,,,,,,,,,,,,,
HUN_Szarvaskő_200/40,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,504.0399999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/41,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,440.36,,,,,,,,,,,,,,
HUN_Szarvaskő_200/42,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,465.9649999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/43,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,11.89,,,,,,,,,,,,,,
HUN_Szarvaskő_200/44,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,37.30500002,,,,,,,,,,,,,,
HUN_Szarvaskő_200/45,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,58.555,,,,,,,,,,,,,,
HUN_Szarvaskő_200/46,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,124.36,,,,,,,,,,,,,,
HUN_Szarvaskő_200/47,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,54.26000001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/48,Szarvaskő,Szarvaskő_001,,,,,,,,,,,,,,,,,,,,,,,,639.28,,,,,,,,,,,,,,
HUN_Szarvaskő_200/49,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,29.74999999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/5,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,605.645,,,,,,,,,,,,,,
HUN_Szarvaskő_200/50,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,39.015,,,,,,,,,,,,,,
HUN_Szarvaskő_200/51,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,41.13500001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/52,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,39.21999999,,,,,,,,,,,,,,
HUN_Szarvaskő_200/53,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,34.45000001,,,,,,,,,,,,,,
HUN_Szarvaskő_200/6,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,605.995,,,,,,,,,,,,,,
HUN_Szarvaskő_200/7,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,601.9,,,,,,,,,,,,,,
HUN_Szarvaskő_200/8,Szarvaskő,Szarvaskő_020,,,,,,,,,,,,,,,,,,,,,,,,590.34,,,,,,,,,,,,,,
HUN_Szarvaskő_201,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,905.9750001,,,,,,,,,,,,,,
HUN_Szarvaskő_202,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1241.755,,,,,,,,,,,,,,
HUN_Szarvaskő_203,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1198.6,,,,,,,,,,,,,,
HUN_Szarvaskő_204,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1177.32,,,,,,,,,,,,,,
HUN_Szarvaskő_205,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1142.19,,,,,,,,,,,,,,
HUN_Szarvaskő_206,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1070.555,,,,,,,,,,,,,,
HUN_Szarvaskő_207,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1054.66,,,,,,,,,,,,,,
HUN_Szarvaskő_208,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1163.07,,,,,,,,,,,,,,
HUN_Szarvaskő_209,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1087.165,,,,,,,,,,,,,,
HUN_Szarvaskő_21,Szarvaskő,Szarvaskő_008,,,,,,,,,,,,,,,,,,,,,,,,821.5700001,,,,,,,,,,,,,,
HUN_Szarvaskő_210,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1168.4,,,,,,,,,,,,,,
HUN_Szarvaskő_211,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1210.67,,,,,,,,,,,,,,
HUN_Szarvaskő_212,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1144.11,,,,,,,,,,,,,,
HUN_Szarvaskő_213,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1080.6,,,,,,,,,,,,,,
HUN_Szarvaskő_214,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,925.4999999,,,,,,,,,,,,,,
HUN_Szarvaskő_215,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,1168.71,,,,,,,,,,,,,,
HUN_Szarvaskő_216/1,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,639.81,,,,,,,,,,,,,,
HUN_Szarvaskő_216/2,Szarvaskő,Szarvaskő_021,,,,,,,,,,,,,,,,,,,,,,,,657.85,,,,,,,,,,,,,,
