Telepules,Tombazonosito,QT_vil_cs,QT_vil_real_cs,QT_el_real_cs,QT_el_cs_real_cs,QT_ga_real_cs,QT_ol_real_cs,QT_sz_real_cs,QT_bm_real_cs,QT_th_real_cs,QT_el_real,QT_el_cs_real,QT_ga_real,QT_ol_real,QT_sz_real,QT_bm_real,QT_th_real,QT_vil,QT_vil_real,deltaQT,TFCO2_T,TFCO2_T_cs,TT_t,TT_e,adat_t,adat_T,T_L1,T_L1_M,T_L2,T_L2_M,T_L3,T_L3_F,T_L4,T_L4_F,T_L5,T_L5_F,T_L6,T_L6_M,T_L7,T_L8,T_L8_M,T_L9,T_L10_A,T_L10_B,T_L11_A,T_L11_B,T_L12_A,T_L12_B,T_L12_F,T_L13,T_L13_F,T_K1,T_K1_M,T_K2,T_K2_M,T_K2_F,T_K3,T_K3_M,T_K4,T_K4_F,T_K5,T_K5_F,T_K6,T_K6_M,T_K7,T_K7_F,T_K8,T_K8_M,T_K9,T_K10,T_K10_F,T_K11,T_K11_F,T_K12,T_K12_M,T_K13,T_K13_F,T_K14,T_K14_F,T_I1A,T_I1B,T_I2A,T_I2B,T_I3A,T_I3B,T_E,tomb_leiras,ET_vil_e_cs,ET_vil_t_cs,ET_vil_real_e_cs,ET_vil_real_t_cs,ET_vil_e,ET_vil_t,ET_vil_real_e,ET_vil_real_t,deltaET_e,deltaET_t,deltaTFCO2_T,potT,deltaQT_el_real,deltaQT_el_cs_real,deltaQT_ga_real,deltaQT_ol_real,deltaQT_sz_real,deltaQT_bm_real,deltaQT_th_real
Aldebrő,Aldebrő_001,675963.7346393998,675963.7346393998,18025.699590383996,0.0,675963.7346393998,0.0,0.0,0.0,0.0,22532.124487980003,0.0,2377080.38170935,0.0,0.0,0.0,0.0,2377080.38170935,2377080.38170935,1701116.6470699494,0.0,0.0,110930.65078335995,5633.031121995001,12.0,1,3964.691060737499,0.0,605.9597737500001,0.0,665.8359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999994,6.093570441225584,119.99999999999994,6.093570441225584,421.989570131734,21.428526425501882,421.989570131734,21.428526425501882,301.98957013173396,15.334955984276295,0.0,0.7156327821975811,4506.424897596007,0.0,1701116.6470699501,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_002,1151568.8507876399,1151568.8507876399,31116.856289539213,0.0,1151568.8507876399,0.0,0.0,0.0,0.0,38896.07036192398,0.0,4003188.7976999707,0.0,0.0,0.0,0.0,4003188.7976999707,4003188.7976999707,2852457.390822414,0.0,0.0,231765.2529923901,9544.565324034746,28.0,1,6853.531520189999,0.0,853.0622850750001,0.0,935.9751976612499,0.0,95.7098025135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.26968859500002,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.65178577465491,4.968686357939303,120.65178577465491,4.968686357939303,419.42075535061815,17.272601246362903,419.42075535061815,17.272601246362903,298.85670996870533,12.307528216561751,0.0,0.7123371119920017,7779.214072384766,0.0,2851619.9469123306,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_003,376921.17423251993,376921.17423251993,10051.2313128672,0.0,376921.17423251993,0.0,0.0,0.0,0.0,12564.039141084,0.0,1358477.5162503303,0.0,0.0,0.0,0.0,1358477.5162503303,1358477.5162503303,981556.34201781,0.0,0.0,73693.48910699999,3141.009785271,6.0,1,2473.8963967575005,0.0,358.23885000000007,0.0,308.87453851350006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999997,5.1147147298894415,119.99999999999997,5.1147147298894415,432.497065950122,18.434159282075456,432.497065950122,18.434159282075456,312.4970659501219,13.31944455218601,0.0,0.7225414703418149,2512.8078282168008,0.0,981556.3420178103,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_004,68092.84413,68092.84413,2294.506068,0.0,68092.84413,0.0,0.0,0.0,0.0,2868.1325850000003,0.0,239028.95328750001,0.0,0.0,0.0,0.0,239028.95328750001,239028.95328750001,171442.794375,0.0,0.0,7464.904149999999,595.2970875000001,1.0,1,463.6905375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.60655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,114.38464181970315,9.121730535548807,114.38464181970315,9.121730535548807,401.5288472035402,32.02036469383201,401.5288472035402,32.02036469383201,287.99535219463,22.966509807764915,0.0,0.7151272128606987,573.6265170000001,0.0,170936.10915750003,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_005,38181.897003599996,38181.897003599996,1018.1839200960001,0.0,38181.897003599996,0.0,0.0,0.0,0.0,1272.72990012,0.0,136295.7468885,0.0,0.0,0.0,0.0,136295.7468885,136295.7468885,98113.8498849,0.0,0.0,7226.6584490000005,318.18247503,0.0,0,180.45513753,0.0,137.7273375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.0,5.283478840609033,120.0,5.283478840609033,428.35717735758163,18.860134023264948,428.35717735758163,18.860134023264948,308.3571773575817,13.576655182655914,0.0,0.7198599525278245,254.54598002399985,0.0,98113.8498849,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_006,310957.0731289949,310957.0731289949,8946.449536566,0.0,310957.0731289949,0.0,0.0,0.0,0.0,11183.0619207075,0.0,1048460.7054116811,0.0,0.0,0.0,0.0,1048460.7054116811,1048460.7054116811,738483.4966011001,0.0,0.0,61856.426283559995,2560.3435335449994,6.0,1,1642.9565234699996,0.0,524.8985625,0.0,137.978235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,121.45130880091317,5.027077893305972,121.45130880091317,5.027077893305972,409.5000111020273,16.949907526266802,409.5000111020273,16.949907526266802,288.43141044382077,11.938670579120926,0.0,0.7034156153645293,2236.612384141499,0.0,737503.6322826862,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_007,46441.861737344996,46441.861737344996,3887.926107462,0.0,46441.861737344996,0.0,0.0,0.0,0.0,4859.9076343275,0.0,115347.24180193125,0.0,0.0,0.0,0.0,115347.24180193125,115347.24180193125,71335.33388175,0.0,0.0,4540.2442,764.739787575,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.8753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vegyes típusu epuletekbol allo tomb,60.72897277204937,10.228934764642174,60.72897277204937,10.228934764642174,150.83201328872775,25.405514928455002,150.83201328872775,25.405514928455002,93.28053154911069,15.711783494321738,0.0,0.5973734524394373,971.9815268655002,0.0,68905.38006458625,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_008,152621.7255018,152621.7255018,4069.9126800480003,0.0,152621.7255018,0.0,0.0,0.0,0.0,5087.39085006,0.0,533348.0741317499,0.0,0.0,0.0,0.0,533348.0741317499,533348.0741317499,380726.34862995,0.0,0.0,19712.2110501,1271.847712515,1.0,1,946.9860750149999,0.0,0.0,0.0,163.852125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000001,7.742496522277534,120.00000000000001,7.742496522277534,419.3490060827229,27.056735176800185,419.3490060827229,27.056735176800185,299.34900608272295,19.314238654522654,0.0,0.7138421737994338,1017.4781700119997,0.0,380726.3486299499,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_009,19829.16379125,19829.16379125,705.0369348,0.0,19829.16379125,0.0,0.0,0.0,0.0,881.2961685,0.0,70503.69348,0.0,0.0,0.0,0.0,70503.69348,70503.69348,50674.52968875,0.0,0.0,18094.53414,220.324042125,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.324042125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 2002 elott epult kis tarsashaz.,90.0,1.0958648417156762,90.0,1.0958648417156762,320.0,3.8964083261001825,320.0,3.8964083261001825,230.0,2.800543484384506,0.0,0.71875,176.25923369999998,0.0,50674.52968875,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_010,513367.0059743999,513367.0059743999,13689.786825983998,0.0,513367.0059743999,0.0,0.0,0.0,0.0,17112.23353248,0.0,1841973.9746031002,0.0,0.0,0.0,0.0,1841973.9746031002,1841973.9746031002,1328606.9686287,0.0,0.0,131094.55856863,4278.05838312,11.0,1,3585.1225681124997,0.0,0.0,0.0,286.1295525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999997,3.916005451177018,119.99999999999997,3.916005451177018,430.563075499625,14.050727922767281,430.563075499625,14.050727922767281,310.5630754996249,10.13472247159026,0.0,0.721295190348703,3422.4467064960027,0.0,1328606.9686287004,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_011,102481.6035999,102481.6035999,5797.3025642640005,0.0,102481.6035999,0.0,0.0,0.0,0.0,7246.628205330001,0.0,277853.14552372496,0.0,0.0,0.0,0.0,277853.14552372496,277853.14552372496,178243.25365132498,0.0,0.0,12925.14545,1121.7003375825,3.0,1,122.086425075,0.0,0.0,0.0,253.7147625075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.53845,0.0,0.0,0.0,0.0,0.0,253.71112499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vegyes típusu epuletekbol allo tomb,91.36272867740185,7.928854959222142,91.36272867740185,7.928854959222142,247.70710698238435,21.497100098299086,247.70710698238435,21.497100098299086,158.9045199321921,13.790425364329264,0.0,0.6311663004327966,1449.3256410660006,0.0,175371.54192382496,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_012,673686.9632245501,673686.9632245501,17964.985685988,0.0,673686.9632245501,0.0,0.0,0.0,0.0,22456.232107484997,0.0,2271052.8354916126,0.0,0.0,0.0,0.0,2271052.8354916126,2271052.8354916126,1597365.8722670628,0.0,0.0,142498.22999627,5614.058026871249,13.0,1,3384.3710718675,0.0,175.55939999999998,0.0,1778.2585425037503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000004,4.727686535069133,120.00000000000004,4.727686535069133,404.52963339911986,15.937410840478924,404.52963339911986,15.937410840478924,284.52963339911986,11.209724305409793,0.0,0.7033591853539076,4491.246421496999,0.0,1597365.8722670623,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_013,182523.09935268006,182523.09935268006,4867.2826494047995,0.0,182523.09935268006,0.0,0.0,0.0,0.0,6084.103311756001,0.0,471726.08355897,0.0,0.0,0.0,0.0,471726.08355897,471726.08355897,289202.98420629,0.0,0.0,15352.686615629998,1521.0258279390002,3.0,1,51.327149992500004,0.0,0.0,0.0,1195.1485869465002,0.0,0.0,0.0,123.42375299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980-89 kozott epult csaladi haz.,120.00000000000001,11.888674856872289,120.00000000000001,11.888674856872289,310.1368003712086,30.725963173033392,310.1368003712086,30.725963173033392,190.1368003712086,18.837288316161107,0.0,0.613073972981053,1216.8206623512015,0.0,289202.98420629,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_014,17273.445453,17273.445453,460.62521208,0.0,17273.445453,0.0,0.0,0.0,0.0,575.7815151,0.0,47501.974995749995,0.0,0.0,0.0,0.0,47501.974995749995,47501.974995749995,30228.52954275,0.0,0.0,3915.800834,143.945378775,0.0,0,0.0,0.0,0.0,0.0,143.945378775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980-89 kozott epult csaladi haz.,120.0,4.411216551929464,120.0,4.411216551929464,330.0,12.130845517806025,330.0,12.130845517806025,210.0,7.719628965876562,0.0,0.6363636363636364,115.15630302,0.0,30228.529542749995,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_015,76744.20600225,76744.20600225,2046.5121600599998,0.0,76744.20600225,0.0,0.0,0.0,0.0,2558.140200075,0.0,268223.331382875,0.0,0.0,0.0,0.0,268223.331382875,268223.331382875,191479.12538062502,0.0,0.0,10889.854875,639.5350500187501,0.0,0,411.4823325075,0.0,111.41264251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999997,7.047312097650887,119.99999999999997,7.047312097650887,419.4036454687059,24.630569870920798,419.4036454687059,24.630569870920798,299.40364546870603,17.583257773269914,0.0,0.7138794540855896,511.6280400150001,0.0,191479.125380625,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_016,87196.2240141,87196.2240141,2325.2326403760003,0.0,87196.2240141,0.0,0.0,0.0,0.0,2906.5408004700002,0.0,288637.016812875,0.0,0.0,0.0,0.0,288637.016812875,288637.016812875,201440.79279877502,0.0,0.0,10350.77751,726.6352001175001,3.0,1,524.5415081175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999999,8.424123108612736,119.99999999999999,8.424123108612736,397.2241047037098,27.88553966443773,397.2241047037098,27.88553966443773,277.2241047037099,19.461416555824997,0.0,0.6979035295717811,581.308160094,0.0,201440.79279877502,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_017,43112.7854946,43112.7854946,1149.6742798559999,0.0,43112.7854946,0.0,0.0,0.0,0.0,1437.0928498199999,0.0,133442.69510475,0.0,0.0,0.0,0.0,133442.69510475,133442.69510475,90329.90961014999,0.0,0.0,5878.4916,359.27321245499996,1.0,1,196.170262455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000001,7.333987769005232,120.00000000000001,7.333987769005232,371.42400401328024,22.700159187902894,371.42400401328024,22.700159187902894,251.4240040132802,15.366171418897661,0.0,0.6769191040337031,287.41856996399997,0.0,90329.90961014999,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_018,32191.456500899996,32191.456500899996,858.438840024,0.0,32191.456500899996,0.0,0.0,0.0,0.0,1073.04855003,0.0,112055.997379275,0.0,0.0,0.0,0.0,112055.997379275,112055.997379275,79864.540878375,0.0,0.0,6010.5749129999995,268.2621375075,2.0,1,196.079100015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.0,5.355803224625744,120.0,5.355803224625744,417.7108197989445,18.643141297002085,417.7108197989445,18.643141297002085,297.71081979894456,13.28733807237634,0.0,0.7127199145625214,214.6097100059999,0.0,79864.540878375,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_019,35518.969617300005,35518.969617300005,947.172523128,0.0,35518.969617300005,0.0,0.0,0.0,0.0,1183.96565391,0.0,133196.136064875,0.0,0.0,0.0,0.0,133196.136064875,133196.136064875,97677.16644757501,0.0,0.0,6240.708688,295.9914134775,2.0,1,295.99141347750003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000003,5.691496173439077,120.00000000000003,5.691496173439077,450.00000000000006,21.34311065039654,450.00000000000006,21.34311065039654,330.00000000000006,15.651614476957464,0.0,0.7333333333333333,236.79313078199993,0.0,97677.166447575,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_020,53530.73099910001,53530.73099910001,1427.486159976,0.0,53530.73099910001,0.0,0.0,0.0,0.0,1784.35769997,0.0,200740.241246625,0.0,0.0,0.0,0.0,200740.241246625,200740.241246625,147209.510247525,0.0,0.0,29021.282091700003,446.0894249925,3.0,1,446.08942499249997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000001,1.8445336367275667,120.00000000000001,1.8445336367275667,449.99999999999994,6.9170011377283735,449.99999999999994,6.9170011377283735,330.0,5.072467501000808,0.0,0.7333333333333333,356.87153999400016,0.0,147209.510247525,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_021,112421.24222467499,112421.24222467499,3910.3040773800003,0.0,112421.24222467499,0.0,0.0,0.0,0.0,4887.880096725001,0.0,313638.9728731875,0.0,0.0,0.0,0.0,313638.9728731875,313638.9728731875,203661.67069687502,0.0,0.0,11900.778554,1357.7444713125,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.7444713125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult oktatasi epulet.,82.79999999999998,9.446545174717901,82.79999999999998,9.446545174717901,231.0,26.354491972944874,231.0,26.354491972944874,150.0,17.11330647593823,0.0,0.6415584415584417,977.5760193450005,0.0,201217.73064851252,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_022,18049.1264991,18049.1264991,481.310039976,0.0,18049.1264991,0.0,0.0,0.0,0.0,601.63754997,0.0,67684.224371625,0.0,0.0,0.0,0.0,67684.224371625,67684.224371625,49635.097872524995,0.0,0.0,2927.1788346,150.4093874925,0.0,0,150.4093874925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,119.99999999999999,6.1660484442408245,119.99999999999999,6.1660484442408245,449.99999999999994,23.12268166590309,449.99999999999994,23.12268166590309,329.99999999999994,16.956633221662265,0.0,0.7333333333333334,120.32750999400002,0.0,49635.097872524995,0.0,0.0,0.0,0.0
Aldebrő,Aldebrő_023,144260.0495118,144260.0495118,3846.9346536480007,0.0,144260.0495118,0.0,0.0,0.0,0.0,4808.668317059999,0.0,473773.19403585006,0.0,0.0,0.0,0.0,473773.19403585006,473773.19403585006,329513.14452405,0.0,0.0,34601.076854,1202.1670792649998,4.0,1,733.7762865075,0.0,0.0,0.0,182.35361250000003,0.0,99.95542275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tömbre jellemző épülettípus: 1980 elott epult kis csaladi haz.,120.00000000000001,4.169235833916627,120.00000000000001,4.169235833916627,394.09929136099214,13.692440730528313,394.09929136099214,13.692440730528313,274.0992913609921,9.523204896611684,0.0,0.6955082066106004,961.7336634119984,0.0,329513.14452405006,0.0,0.0,0.0,0.0
