Telepules,Tombazonosito,QT_vil_cs,QT_vil_real_cs,QT_el_real_cs,QT_el_cs_real_cs,QT_ga_real_cs,QT_ol_real_cs,QT_sz_real_cs,QT_bm_real_cs,QT_th_real_cs,QT_el_real,QT_el_cs_real,QT_ga_real,QT_ol_real,QT_sz_real,QT_bm_real,QT_th_real,QT_vil,QT_vil_real,deltaQT,TFCO2_T,TFCO2_T_cs,TT_t,TT_e,adat_T,T_L1,T_L1_M,T_L2,T_L2_M,T_L3,T_L3_F,T_L4,T_L4_F,T_L5,T_L5_F,T_L6,T_L6_M,T_L7,T_L8,T_L8_M,T_L9,T_L10_A,T_L10_B,T_L11_A,T_L11_B,T_L12_A,T_L12_B,T_L12_F,T_L13,T_L13_F,T_K1,T_K1_M,T_K2,T_K2_F,T_K3,T_K3_M,T_K4,T_K4_F,T_K5,T_K5_F,T_K6,T_K6_M,T_K7,T_K7_F,T_K8,T_K8_M,T_K9,T_K10,T_K10_F,T_K11,T_K11_F,T_K12,T_K12_M,T_K13,T_K13_F,T_K14,T_K14_F,T_I1A,T_I1B,T_I2A,T_I2B,T_I3A,T_I3B,T_E,tomb_leiras,ET_vil_e_cs,ET_vil_t_cs,ET_vil_real_e_cs,ET_vil_real_t_cs,ET_vil_e,ET_vil_t,ET_vil_real_e,ET_vil_real_t,deltaET_e,deltaET_t,deltaTFCO2_T,potT,deltaQT_el_real,deltaQT_el_cs_real,deltaQT_ga_real,deltaQT_ol_real,deltaQT_sz_real,deltaQT_bm_real,deltaQT_th_real
Eger,T_1141,130334.8815,130334.8815,,,,,,,,,,,,,,,407923.0121,407923.0121,277588.1306,,,0,,1,11907.88875,0,57178.62262,0,1317.41325,0,5321.623125,0,28175.29495,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,7996.244999,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,273.393756,0,2361.810001,0,3121.32,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,990.9070002,990.9070002,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1125,313755.8622,313755.8622,,,,,,,,,,,,,,,929692.641,929692.641,616602.9683,,,0,,1,70209.91154,0,10784.5425,0,21954.8316,0,18191.68575,0,32202.02329,0,40251.60074,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,265975.092,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,7514.05125,0,3292.9575,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1126,361599.7289,361599.7289,,,,,,,,,,,,,,,1130587.082,1130587.082,769852.6875,,,0,,1,51120.1215,0,7720.93125,0,22762.07025,0,7311.55275,0,3641.145,0,40251.60074,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,265975.092,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1127,312092.55,312092.55,,,,,,,,,,,,,,,956717.7487,956717.7487,644625.1987,,,0,,1,54806.094,0,39275.694,0,27103.43962,0,15180.66225,0,5240.2425,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,265975.092,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1128,163196.01,163196.01,,,,,,,,,,,,,,,448789.0275,448789.0275,285593.0175,,,0,,1,54806.094,0,39275.694,0,12406.90575,0,15180.66225,0,5240.2425,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,265975.092,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1129,51147.00001,51147.00001,,,,,,,,,,,,,,,132004.125,132004.125,80857.12502,,,0,,1,807.3712501,0,39275.694,0,13166.57325,0,15180.66225,0,5240.2425,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1130,690418.4454,690418.4454,,,,,,,,,,,,,,,1702196.1,1702196.1,1011777.654,,,0,,1,3672.201565,0,39275.694,0,173681.4268,0,13650.68812,0,39459.07687,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1131,85390.065,85390.065,,,,,,,,,,,,,,,156548.4525,156548.4525,71158.3875,,,0,,1,3672.201565,0,39275.694,0,173681.4268,0,2285.985375,0,39459.07687,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1142,208428.3238,208428.3238,,,,,,,,,,,,,,,673343.6788,673343.6788,465668.6893,,,0,,1,11457.79086,0,3217.117501,0,1188.6225,0,3916.6335,0,28175.29495,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,7996.244999,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,273.393756,0,2543.72625,0,3121.32,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,990.9070002,990.9070002,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1132,61601.985,61601.985,,,,,,,,,,,,,,,101371.71,101371.71,39769.725,,,0,,1,3672.201565,0,39275.694,0,173681.4268,0,2850.074625,0,693.91575,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1134,102560.085,102560.085,,,,,,,,,,,,,,,218735.385,218735.385,116175.3,,,0,,1,3672.201565,0,39275.694,0,9027.012749,0,3060.553125,0,1703.403,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1135,205700.13,205700.13,,,,,,,,,,,,,,,543424.9575,543424.9575,337724.8275,,,0,,1,3672.201565,0,39275.694,0,18979.0005,0,3060.553125,0,1807.845,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1136,11134.608,11134.608,,,,,,,,,,,,,,,18117.735,18117.735,7199.1,,,0,,1,3672.201565,0,39275.694,0,18979.0005,0,3060.553125,0,1807.845,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1137,82304.10001,82304.10001,,,,,,,,,,,,,,,274347,274347,192042.9,,,0,,1,3672.201565,0,685.8675,0,18979.0005,0,3060.553125,0,1807.845,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1138,0,0,,,,,,,,,,,,,,,0,0,0,,,0,,1,3672.201565,0,685.8675,0,18979.0005,0,3060.553125,0,1807.845,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1139,512128.2479,512128.2479,,,,,,,,,,,,,,,1529755.94,1529755.94,1017943.931,,,0,,1,54801.94159,0,55869.48262,0,19359.4725,0,3060.553125,0,26773.84578,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,7996.244999,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,3121.32,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1140,71986.94999,71986.94999,,,,,,,,,,,,,,,256454.2125,256454.2125,184467.2625,,,0,,1,2955.063749,0,55869.48262,0,787.31625,0,3060.553125,0,26773.84578,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,7996.244999,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,273.393756,0,2361.810001,0,3121.32,0,838.37625,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,990.9070002,990.9070002,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1133,152785.485,152785.485,,,,,,,,,,,,,,,386092.0237,386092.0237,233306.5387,,,0,,1,3672.201565,0,39275.694,0,7631.168999,0,2850.074625,0,1703.403,0,47672.78024,0,6729.0915,0,0,961.5750001,0,0,0,0,0,0,0,807.3712501,0,4797.1125,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,2361.810001,0,5280.106501,0,718.39125,0,0,0,0,0,0,4797.1125,0,265.5075001,0,4719.062989,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1080,2095868.735,2095868.735,,,,,,,,,,,,,,,4111635.343,4111635.343,2022918.338,,,0,,1,130197.22,0,4460.156107,0,26400.0015,0,9485.586,0,26868.20824,0,40251.60074,0,44930.73564,0,0,961.5750001,0,0,0,0,0,0,0,261400.212,0,20035.96875,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,3581.37,0,3635.6775,0,718.39125,0,0,0,0,0,0,3567.109452,0,20035.96875,0,12529.5315,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1079,299445.7371,299445.7371,,,,,,,,,,,,,,,639597.0407,639597.0407,346430.3538,,,0,,1,19773.42675,0,3899.461444,0,25947.1665,0,9485.586,0,26868.20824,0,40251.60074,0,44930.73564,0,0,961.5750001,0,0,0,0,0,0,0,261400.212,0,2165.189711,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,3581.37,0,24605.9515,0,718.39125,0,0,0,0,0,0,3567.109452,0,11913.645,0,12529.5315,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1078,546228.2426,546228.2426,,,,,,,,,,,,,,,1523897.633,1523897.633,989543.9178,,,0,,1,19773.42675,0,3899.461444,0,25947.1665,0,9485.586,0,26868.20824,0,40251.60074,0,44930.73564,0,0,961.5750001,0,0,0,0,0,0,0,261400.212,0,3567.109452,0,3652.411501,0,1731.689902,0,741.72375,0,247.86,0,3581.37,0,24605.9515,0,718.39125,0,0,0,0,0,0,3567.109452,0,11913.645,0,12529.5315,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1021,619577.3836,619577.3836,,,,,,,,,,,,,,,1411023.836,1411023.836,806299.3349,,,0,,1,25186.6819,0,7732.5285,0,15232.15133,0,4130.2455,0,2529.28763,0,0,0,11889.99,0,0,0,0,0,0,0,0,0,0,186380.25,0,604.69875,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,1018.419,0,0,0,1018.419,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1022,208957.6538,208957.6538,,,,,,,,,,,,,,,287955.7767,287955.7767,78998.12284,,,0,,1,25186.6819,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,6454.053,0,0,0,0,0,0,0,0,0,0,186380.25,0,604.69875,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,1018.419,0,0,0,1018.419,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1023,381494.79,381494.79,,,,,,,,,,,,,,,525302.82,525302.82,143808.03,,,0,,1,25358.8519,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,186380.25,0,604.69875,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,1018.419,0,0,0,1018.419,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1024,763490.5041,763490.5041,,,,,,,,,,,,,,,2129871.149,2129871.149,1391160.51,,,0,,1,25358.8519,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,186380.25,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1025,2617296.029,2617296.029,,,,,,,,,,,,,,,5255891.554,5255891.554,2642455.65,,,0,,1,246011.4769,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,257524.05,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,8163.3825,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1026,902904.939,902904.939,,,,,,,,,,,,,,,2392062.78,2392062.78,1489565.325,,,0,,1,52207.545,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,257524.05,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,635.0399999,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1027,600636.189,600636.189,,,,,,,,,,,,,,,1820421.326,1820421.326,1234183.95,,,0,,1,52207.545,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,257524.05,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,635.0399999,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1020,72663.69451,72663.69451,,,,,,,,,,,,,,,102940.2339,102940.2339,30276.53938,,,0,,1,25186.6819,0,7732.5285,0,15232.15133,0,4130.2455,0,2529.28763,0,0,0,11889.99,0,0,0,0,0,0,0,0,0,0,186380.25,0,604.69875,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,0,0,0,0,2469.7967,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1028,1557524.7,1557524.7,,,,,,,,,,,,,,,3634224.3,3634224.3,2076699.6,,,0,,1,261400.212,0,7732.5285,0,15232.15133,0,4130.2455,0,4809.518218,0,0,0,14068.5405,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,635.0399999,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1030,585444.085,585444.085,,,,,,,,,,,,,,,1515105.279,1515105.279,930222.1488,,,0,,1,56798.9625,0,35812.446,0,67545.82903,0,32006.50764,0,61012.85172,0,22329.216,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1031,331707.4012,331707.4012,,,,,,,,,,,,,,,977647.3531,977647.3531,645939.9519,,,0,,1,25605.37725,0,11983.572,0,22214.76,0,9926.148115,0,7083.105,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1032,97492.72735,97492.72735,,,,,,,,,,,,,,,248890.4846,248890.4846,151397.7572,,,0,,1,26990.28225,0,11983.572,0,22214.76,0,1247.9535,0,7841.362578,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1033,760491.6429,760491.6429,,,,,,,,,,,,,,,1984910.434,1984910.434,1224418.791,,,0,,1,51332.5425,0,80731.29749,0,60330.33748,0,93826.55486,0,43970.287,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1034,178029.09,178029.09,,,,,,,,,,,,,,,580951.9275,580951.9275,402922.8375,,,0,,1,60085.0485,0,85626.18749,0,6482.9745,0,93826.55486,0,44681.137,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1035,606974.012,606974.012,,,,,,,,,,,,,,,1996109.513,1996109.513,1389135.501,,,0,,1,159004.6546,0,36881.97,0,57417.0195,0,30451.75306,0,44681.137,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1036,194533.5266,194533.5266,,,,,,,,,,,,,,,593104.1125,593104.1125,398570.5858,,,0,,1,12021.47655,0,36881.97,0,68924.16723,0,34529.51256,0,44681.137,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1029,550118.25,550118.25,,,,,,,,,,,,,,,1420698.083,1420698.083,870579.8325,,,0,,1,284369.457,0,25472.4585,0,24352.47683,0,18629.529,0,11055.95322,0,22329.216,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,2478.5775,0,48027.78,0,247.86,0,4881.855,0,635.0399999,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,3583.476,2160.935551,1018.419,0,0,0,3583.476,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1037,330478.8048,330478.8048,,,,,,,,,,,,,,,858353.0953,858353.0953,536846.835,,,0,,1,12021.47655,0,36881.97,0,68924.16723,0,34529.51256,0,44681.137,0,1522.935,0,56562.0825,0,0,0,0,0,0,0,0,0,0,261400.212,0,22062.8115,0,3652.411501,0,154.99875,0,48027.78,0,247.86,0,9074.786251,0,2998.72125,0,0,0,0,0,0,0,0,1193.50485,0,11913.645,0,12529.5315,0,85.0725,2160.935551,282.093,0,233.681,0,282.093,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1019,624024.27,624024.27,,,,,,,,,,,,,,,1040105.16,1040105.16,416080.89,,,0,,1,20807.28,0,7084.5735,0,6603.94425,0,3272.1705,0,6732.277167,0,0,0,11889.99,0,0,0,0,0,0,0,0,0,0,186380.25,0,604.69875,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,0,0,0,0,2469.7967,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1017,234739.0228,234739.0228,,,,,,,,,,,,,,,650848.0627,650848.0627,416109.0399,,,0,,1,10589.25,0,7084.5735,0,6603.94425,0,3272.1705,0,6732.277167,0,0,0,2046.915,0,0,0,0,0,0,0,0,0,0,186380.25,0,9685.444254,0,3652.411501,0,222.8925,0,48027.78,0,247.86,0,4881.855,0,142.3425,0,0,0,0,0,0,0,0,1193.50485,0,8543.385,0,8790.315616,0,1029.173,2160.935551,0,0,0,0,2469.7967,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1001,6866546.306,6866546.306,,,,,,,,,,,,,,,16367454.72,16367454.72,9512453.055,,,0,,1,1776051.527,0,59815.18275,0,120234.183,0,165299.7232,0,93845.97108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652.411501,0,0,0,48027.78,0,0,0,23938.83,0,27393.29775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1002,192958.92,192958.92,,,,,,,,,,,,,,,554971.5938,554971.5938,367000.0125,,,0,,1,1776051.527,0,59815.18275,0,120234.183,0,165299.7232,0,93845.97108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326.19875,0,3652.411501,0,0,0,48027.78,0,0,0,23938.83,0,27393.29775,0,0,0,0,0,0,0,0,3110.91,0,2430.5775,0,0,0,0,0,0,0,0,0,0,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_1003,2166815.25,2166815.25,,,,,,,,,,,,,,,4738808.225,4738808.225,2571992.975,,,0,,1,76324.5,0,59815.18275,0,120234.183,0,165299.7232,0,93845.97108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326.19875,0,3652.411501,0,0,0,48027.78,0,0,0,23938.83,0,27393.29775,0,0,0,0,0,0,0,0,3110.91,0,2430.5775,0,0,0,0,0,0,0,0,0,0,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
