Telepules,Tombazonosito,QT_vil_cs,QT_vil_real_cs,QT_el_real_cs,QT_el_cs_real_cs,QT_ga_real_cs,QT_ol_real_cs,QT_sz_real_cs,QT_bm_real_cs,QT_th_real_cs,QT_el_real,QT_el_cs_real,QT_ga_real,QT_ol_real,QT_sz_real,QT_bm_real,QT_th_real,QT_vil,QT_vil_real,deltaQT,TFCO2_T,TFCO2_T_cs,TT_t,TT_e,adat_T,T_L1,T_L1_M,T_L2,T_L2_M,T_L3,T_L3_F,T_L4,T_L4_F,T_L5,T_L5_F,T_L6,T_L6_M,T_L7,T_L8,T_L8_M,T_L9,T_L10_A,T_L10_B,T_L11_A,T_L11_B,T_L12_A,T_L12_B,T_L12_F,T_L13,T_L13_F,T_K1,T_K1_M,T_K2,T_K2_F,T_K3,T_K3_M,T_K4,T_K4_F,T_K5,T_K5_F,T_K6,T_K6_M,T_K7,T_K7_F,T_K8,T_K8_M,T_K9,T_K10,T_K10_F,T_K11,T_K11_F,T_K12,T_K12_M,T_K13,T_K13_F,T_K14,T_K14_F,T_I1A,T_I1B,T_I2A,T_I2B,T_I3A,T_I3B,T_E,tomb_leiras,ET_vil_e_cs,ET_vil_t_cs,ET_vil_real_e_cs,ET_vil_real_t_cs,ET_vil_e,ET_vil_t,ET_vil_real_e,ET_vil_real_t,deltaET_e,deltaET_t,deltaTFCO2_T,potT,deltaQT_el_real,deltaQT_el_cs_real,deltaQT_ga_real,deltaQT_ol_real,deltaQT_sz_real,deltaQT_bm_real,deltaQT_th_real
Eger,T_772,311205.4753,311205.4753,,,,,,,,,,,,,,,957635.2493,957635.2493,646732.4129,,,0,,1,11026684.95,0,2618753.979,0,3973265.551,0,3049779.418,0,1690960.736,0,1525586.463,0,1671046.053,337315.7915,0,693384.8788,0,0,0,0,0,0,0,345812.0929,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,51821.8271,0,825361.181,0,714634.6534,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_773,135607.4775,135607.4775,,,,,,,,,,,,,,,352835.2875,352835.2875,217227.81,,,0,,1,11028125.55,0,2618753.979,0,3974740.618,0,3053632.466,0,1690960.736,0,1527108.758,0,1671046.053,337315.7915,0,693384.8788,0,0,0,0,0,0,0,345812.0929,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,51821.8271,0,825361.181,0,714634.6534,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_774,323622.6899,323622.6899,,,,,,,,,,,,,,,761553.0249,761553.0249,437930.335,,,0,,1,11036487.45,0,2626436.874,0,3979068.643,0,3061086.053,0,1706873.688,0,1527108.758,0,1673855.643,337315.7915,0,693384.8788,0,0,0,0,0,0,0,345812.0929,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,51821.8271,0,825361.181,0,714634.6534,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_775,230605.02,230605.02,,,,,,,,,,,,,,,677229.0825,677229.0825,446624.0625,,,0,,1,11041068.61,0,2627782.149,0,3985121.616,0,3065498.123,0,1709657.726,0,1539975.563,0,1673855.643,337315.7915,0,693384.8788,0,0,0,0,0,0,0,345812.0929,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,51821.8271,0,825361.181,0,714634.6534,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_769,317530.6009,317530.6009,,,,,,,,,,,,,,,821020.8008,821020.8008,503490.2,,,0,,1,10976653.58,0,2606111.889,0,3953463.365,0,3043591.164,0,1688661.053,0,1513631.727,0,1664330.316,337315.7915,0,680896.1368,0,0,0,0,0,0,0,345812.0929,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,51821.8271,0,823946.246,0,714634.6534,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_741,356330.925,356330.925,,,,,,,,,,,,,,,873237.675,873237.675,516906.75,,,0,,1,9991657.998,0,2494805.864,0,3787424.356,0,2875487.071,0,1597394.348,0,1423657.708,0,1483528.79,337315.7915,0,657850.5793,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,812781.0095,0,642987.7774,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,42710.27351,94668.77919,154259.5074,9348.382816,505308.5622,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_375,110090.1645,110090.1645,,,,,,,,,,,,,,,297201.2962,297201.2962,190470.2625,,,0,,1,2585231.564,0,337998.486,0,521952.8495,0,411731.8427,0,187429.6472,0,36371.55725,0,42842.53202,16686.60327,0,9736.15875,0,0,0,0,0,0,0,7996.244999,0,91734.71442,0,8011.971643,0,108065.9556,0,16656.27666,0,1298.152501,0,111348.34,0,83649.43759,0,69341.58136,0,5008.387406,12781.21836,0,61.5375,0,30246.12375,0,30625.79639,0,340.4838557,0,22586.46425,8837.605327,10543.25675,4749.952991,143648.8402,5423.961316,146505.2482,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_758,543184.3125,543184.3125,,,,,,,,,,,,,,,1026014.812,1026014.812,482830.5,,,0,,1,10839444.12,0,2562486.382,0,3829012.291,0,2933551.51,0,1635335.494,0,1488494.752,0,1535951.846,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819706.4457,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_743,671819.9766,671819.9766,,,,,,,,,,,,,,,1590984.086,1590984.086,922638.8662,,,0,,1,10026713.76,0,2513983.116,0,3803168.651,0,2902767.357,0,1615945.42,0,1434208.567,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,672883.2199,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,42710.27351,94668.77919,154259.5074,9348.382816,505308.5622,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_744,953301.9015,953301.9015,,,,,,,,,,,,,,,2542138.404,2542138.404,1588836.502,,,0,,1,10227966.38,0,2513983.116,0,3803168.651,0,2902767.357,0,1615945.42,0,1434208.567,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,672883.2199,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,42710.27351,94668.77919,154259.5074,9348.382816,505308.5622,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_745,270285.975,270285.975,,,,,,,,,,,,,,,825291.9,825291.9,555005.925,,,0,,1,10227966.38,0,2522843.436,0,3803168.651,0,2906877.957,0,1615945.42,0,1440939.427,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,672883.2199,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,42710.27351,94668.77919,154259.5074,9348.382816,505308.5622,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_746,702010.9623,702010.9623,,,,,,,,,,,,,,,1159985.843,1159985.843,477658.9875,,,0,,1,10227966.38,0,2522843.436,0,3803168.651,0,2906877.957,0,1615945.42,0,1440939.427,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,686625.2389,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,44466.14426,94668.77919,154259.5074,9348.382816,507064.4329,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_747,337397.265,337397.265,,,,,,,,,,,,,,,1165984.238,1165984.238,828586.9725,,,0,,1,10238958.22,0,2536753.699,0,3803168.651,0,2909092.122,0,1615945.42,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,686625.2389,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,44466.14426,94668.77919,154259.5074,9348.382816,507064.4329,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_748,369067.5776,369067.5776,,,,,,,,,,,,,,,1032727.758,1032727.758,663660.1809,,,0,,1,10265719,0,2553337.76,0,3814340.677,0,2922530.88,0,1631029.999,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920685.6643,0,325207.6889,0,50391.17737,0,814474.2657,0,686625.2389,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,124454.2583,129152.1936,44466.14426,94668.77919,154259.5074,9348.382816,507064.4329,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_749,573437.5551,573437.5551,,,,,,,,,,,,,,,1394423.865,1394423.865,835177.4711,,,0,,1,10265719,0,2553337.76,0,3814340.677,0,2922530.88,0,1631029.999,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920783.3368,0,325207.6889,0,50391.17737,0,816991.0707,0,692366.4514,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,141108.4185,132409.7008,52673.07551,94668.77919,155966.953,9348.382816,536890.4772,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_759,364401.7895,364401.7895,,,,,,,,,,,,,,,927463.4672,927463.4672,563986.7923,,,0,,1,10850901.51,0,2574207.869,0,3831112.345,0,2939254.225,0,1635335.494,0,1492267.665,0,1549036.609,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,820657.8582,0,710944.7854,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_376,65046.44924,65046.44924,,,,,,,,,,,,,,,150793.6753,150793.6753,87104.77499,,,0,,1,2585231.564,0,337998.486,0,521952.8495,0,412568.5119,0,187429.6472,0,36371.55725,0,42842.53202,16686.60327,0,9736.15875,0,0,0,0,0,0,0,7996.244999,0,93350.66442,0,8011.971643,0,108065.9556,0,16656.27666,0,1298.152501,0,111650.6612,0,83649.43759,0,69341.58136,0,5008.387406,12781.21836,0,1677.4875,0,30246.12375,0,30625.79639,0,340.4838557,0,22586.46425,8837.605327,10543.25675,4749.952991,143648.8402,5423.961316,146505.2482,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_751,1124219.271,1124219.271,,,,,,,,,,,,,,,2820415.332,2820415.332,1730205.168,,,0,,1,10271177.05,0,2557496.247,0,3814340.677,0,2923735.53,0,1631029.999,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920783.3368,0,354114.2264,0,50391.17737,0,819050.9007,0,699559.7779,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_752,1125376.576,1125376.576,,,,,,,,,,,,,,,2995947.976,2995947.976,1873076.025,,,0,,1,10397056.94,0,2557496.247,0,3814340.677,0,2923735.53,0,1631029.999,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849533.5354,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819050.9007,0,701457.0304,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_753,667506.7597,667506.7597,,,,,,,,,,,,,,,1662675.968,1662675.968,996484.9125,,,0,,1,10524052.96,0,2557496.247,0,3814340.677,0,2923735.53,0,1631029.999,0,1468515,0,1534395.634,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849533.5354,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819050.9007,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_754,347837.3145,347837.3145,,,,,,,,,,,,,,,970415.6962,970415.6962,630140.0625,,,0,,1,10524052.96,0,2557496.247,0,3814340.677,0,2923735.53,0,1631029.999,0,1468515,0,1534395.634,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849533.5354,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819050.9007,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_755,309246.84,309246.84,,,,,,,,,,,,,,,958319.8725,958319.8725,649073.0325,,,0,,1,10528753.32,0,2560350.26,0,3826097.681,0,2926040.07,0,1631917.962,0,1488494.752,0,1535951.846,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849533.5354,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819050.9007,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_756,198536.9038,198536.9038,,,,,,,,,,,,,,,470132.438,470132.438,271824.9749,,,0,,1,10531503.92,0,2562123.577,0,3829012.291,0,2933119.444,0,1635137.127,0,1488494.752,0,1535951.846,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849533.5354,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819706.4457,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10512.37223,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_757,72565.42854,72565.42854,,,,,,,,,,,,,,,179468.309,179468.309,107067.3779,,,0,,1,10531639.68,0,2562486.382,0,3829012.291,0,2933551.51,0,1635335.494,0,1488494.752,0,1535951.846,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,849716.3104,0,13622.44414,0,923022.2631,0,354114.2264,0,50391.17737,0,819706.4457,0,708291.8554,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,354114.7996,0,348326.7714,0,10695.14723,0,180506.0918,137081.2071,52887.03926,94668.77919,160072.2355,23740.12757,599670.6477,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_750,161156.1,161156.1,,,,,,,,,,,,,,,212956.275,212956.275,57555.75,,,0,,1,10271177.05,0,2557496.247,0,3814340.677,0,2923735.53,0,1631029.999,0,1468515,0,1523278.684,337315.7915,0,680896.1368,0,0,0,0,0,0,0,328902.9034,0,843074.3217,0,13622.44414,0,920783.3368,0,325207.6889,0,50391.17737,0,816991.0707,0,692366.4514,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,347655.5859,0,348326.7714,0,10512.37223,0,141108.4185,132409.7008,52673.07551,94668.77919,155966.953,9348.382816,536890.4772,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_706,57042.7914,57042.7914,,,,,,,,,,,,,,,161265.8355,161265.8355,106622.04,,,0,,1,9575929.253,0,2388245.14,0,3585294.493,0,2721187.462,0,1503191.447,0,1396739.565,0,1392313.572,337315.7915,0,648133.6318,0,0,0,0,0,0,0,320389.3984,0,829123.8717,0,13622.44414,0,912820.8381,0,291459.4252,0,50391.17737,0,800125.3145,0,594064.111,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,333705.1359,0,348326.7714,0,10512.37223,0,117168.1104,61283.88958,13130.40851,88393.90569,144632.2391,5772.060316,381095.7809,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_365,214099.4682,214099.4682,,,,,,,,,,,,,,,678400.2928,678400.2928,464300.8246,,,0,,1,2349737.749,0,290956.0276,0,424864.9,0,305973.336,0,149147.202,0,28870.63125,0,20497.71827,12193.54327,0,5254.20375,0,0,0,0,0,0,0,7996.244999,0,81899.52942,0,8011.971643,0,103487.2048,0,16656.27666,0,1298.152501,0,85125.99245,0,71440.2119,0,69341.58136,0,5008.387406,12781.21836,0,61.5375,0,24536.89875,0,26499.83639,0,340.4838557,0,22586.46425,8837.605327,10543.25675,4749.952991,143648.8402,5423.961316,146505.2482,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_851,533707.8224,533707.8224,,,,,,,,,,,,,,,866419.0464,866419.0464,351586.7125,,,0,,1,11781557.09,0,2814046.267,0,4289808.01,0,3375041.909,0,1843855.071,0,1577693.564,0,1722776.21,337315.7915,0,860562.5203,0,0,0,0,0,0,0,476894.3899,0,901045.9205,0,18034.37914,0,960761.1876,0,422439.3122,0,57557.9575,0,855843.9851,0,795465.3963,0,123644.2872,0,9958.713656,12781.21836,0,4458.62925,0,371359.7859,0,373765.9952,0,19340.54723,0,767963.7858,207143.4711,199728.0738,102304.4944,262818.878,181399.6294,1682698.034,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_942,118526.7694,118526.7694,,,,,,,,,,,,,,,167912.9233,167912.9233,49386.15391,,,0,,1,13086002.18,0,3391294.358,0,4874995.151,0,3704907.15,0,1932880.412,0,1588688.147,0,1757014.059,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057941.453,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,259260.0632,159563.4739,752945.0722,461913.7756,3226469.2,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_943,244232.077,244232.077,,,,,,,,,,,,,,,556686.9463,556686.9463,318358.685,,,0,,1,13086002.18,0,3391294.358,0,4874995.151,0,3704907.15,0,1932880.412,0,1588688.147,0,1757014.059,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_944,104849.775,104849.775,,,,,,,,,,,,,,,360097.2563,360097.2563,255247.4813,,,0,,1,13090786.2,0,3391294.358,0,4877201.111,0,3704907.15,0,1932880.412,0,1588688.147,0,1757014.059,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_945,56904.449,56904.449,,,,,,,,,,,,,,,172467.2512,172467.2512,116926.95,,,0,,1,13090786.2,0,3391294.358,0,4877201.111,0,3704907.15,0,1932880.412,0,1588688.147,0,1757014.059,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_946,222545.881,222545.881,,,,,,,,,,,,,,,300775.2577,300775.2577,78229.37664,,,0,,1,13090786.2,0,3391294.358,0,4877201.111,0,3704907.15,0,1935308.861,0,1588688.147,0,1768612.518,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_947,190077.986,190077.986,,,,,,,,,,,,,,,253437.3146,253437.3146,63359.32865,,,0,,1,13090786.2,0,3391294.358,0,4877201.111,0,3704907.15,0,1935308.861,0,1588688.147,0,1779172.406,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_948,35688.15,35688.15,,,,,,,,,,,,,,,126444.2625,126444.2625,90756.11249,,,0,,1,13091729.6,0,3391294.358,0,4877447.321,0,3704907.15,0,1935308.861,0,1588688.147,0,1779172.406,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_941,52709.67617,52709.67617,,,,,,,,,,,,,,,106635.0938,106635.0938,53925.41764,,,0,,1,13086002.18,0,3391294.358,0,4874995.151,0,3704907.15,0,1926954.073,0,1588688.147,0,1757014.059,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057941.453,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,259260.0632,159563.4739,752945.0722,461913.7756,3226469.2,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_949,62517.18811,62517.18811,,,,,,,,,,,,,,,88566.01648,88566.01648,26048.82838,,,0,,1,13091729.6,0,3391294.358,0,4877447.321,0,3704907.15,0,1937392.768,0,1588688.147,0,1779172.406,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
Eger,T_951,297422.4178,297422.4178,,,,,,,,,,,,,,,656349.5977,656349.5977,358927.1799,,,0,,1,13121370.09,0,3419335.232,0,4912971.393,0,3743803.595,0,1939197.448,0,1588688.147,0,1779172.406,337315.7915,0,968104.8497,0,0,0,0,0,0,0,490503.8299,0,937792.8829,0,18034.37914,0,1057972.383,0,477519.4422,0,66932.25922,0,896351.2468,0,949713.5049,0,123644.2872,0,10241.45616,15296.83086,0,11138.18175,0,376899.6834,0,391653.0452,0,22536.37973,0,1033567.759,427050.4401,260912.8447,159563.4739,752945.0722,461913.7756,3228121.982,Vegyes típusu epuletekbol allo tomb,,0,,0,,0,,0,,0,,,,,,,,,
