Telepules,QK_vil_cs,QK_vil_real_cs,QK_el_real_cs,QK_el_cs_real_cs,QK_ga_real_cs,QK_ol_real_cs,QK_sz_real_cs,QK_bm_real_cs,QK_th_real_cs,QK_el_real,QK_el_cs_real,QK_ga_real,QK_ol_real,QK_sz_real,QK_bm_real,QK_th_real,QK_vil,QK_vil_real,deltaQK,TFCO2_K,TFCO2_K_cs,TK_t,TK_e,EK_vil_e_cs,EK_vil_t_cs,EK_vil_real_e_cs,EK_vil_real_t_cs,EK_vil_e,EK_vil_t,EK_vil_real_e,EK_vil_real_t,deltaEK_e,deltaEK_t,deltaTFCO2_K,potK,deltaQK_el_real,deltaQK_el_cs_real,deltaQK_ga_real,deltaQK_ol_real,deltaQK_sz_real,deltaQK_bm_real,deltaQK_th_real,leirasK_minus,leirasK_minus_est,leirasK_plus,leirasK_plus_est,QK_el_minus,QK_el_cs_minus,QK_ga_minus,QK_ol_minus,QK_sz_minus,QK_bm_minus,QK_th_minus,QK_el_minus_est,QK_el_cs_minus_est,QK_ga_minus_est,QK_ol_minus_est,QK_sz_minus_est,QK_bm_minus_est,QK_th_minus_est,QK_el_plus,QK_el_cs_plus,QK_ga_plus,QK_ol_plus,QK_sz_plus,QK_bm_plus,QK_th_plus,QK_el_plus_est,QK_el_cs_plus_est,QK_ga_plus_est,QK_ol_plus_est,QK_sz_plus_est,QK_bm_plus_est,QK_th_plus_est,QK_minus,QK_plus
Szarvaskő,2358832.689358545,2358832.689358545,0.0,0.0,2358832.689358545,0.0,0.0,0.0,0.0,81631.584152036,90701.76016892889,3644776.5310584437,0.0,0.0,6074627.551764074,0.0,7289553.062116887,7289553.062116887,4933877.269402093,0.0,0.0,235111.59379362,19842.241341134,118.8793467837004,10.032821654167844,118.8793467837004,10.032821654167844,367.375486306845,31.00465164008725,367.375486306845,31.00465164008725,248.65523932389175,20.985257212509183,0.0,0.6764091475488156,81631.584152036,90701.76016892889,1285943.8416998987,0.0,0.0,6074627.551764074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Szarvaskő,2358832.689358545,2358832.689358545,0.0,0.0,2358832.689358545,0.0,0.0,0.0,0.0,81631.584152036,90701.76016892889,3644776.5310584437,0.0,0.0,6074627.551764074,0.0,7289553.062116887,7289553.062116887,4933877.269402093,0.0,0.0,235111.59379362,19842.241341134,118.8793467837004,10.032821654167844,118.8793467837004,10.032821654167844,367.375486306845,31.00465164008725,367.375486306845,31.00465164008725,248.65523932389175,20.985257212509183,0.0,0.6764091475488156,81631.584152036,90701.76016892889,1285943.8416998987,0.0,0.0,6074627.551764074,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
