OBJECTID,Orszag_nev,Telepules_nev,Telepulesresz_nev,Tortenelmi_varosresz_nev,Fekves,Helyrajziszam_teljes,Helyrajziszam_egyedi,Muvelesiag,Utcanev,Utcanev_telek,Kozut_szama,Vasut_szama,Hazszam_telek,Vedett_terulet_nev,Vedett_terulet_kategoria,Natura2000_SCI_kod,Natura2000_SCI_nev,Natura2000_SPA_kod,Natura2000_SPA_nev,Dulo_OEM_borvidek_nev,Dulo_OEM_kod,Dulo_OEM_nev,Epuletenergetikai_tombazonosito,Tortenelmi_varosresz_nev_modositott,Iranyitoszam,KSH_korzet,Postacim_rovid,Shape_Length,Shape_Area
91379,Magyarország,Szarvaskő,,,belterület,163,HUN_Szarvaskő_163,művelés alól kivett,,Borsod utca,,,20,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,109.17456707072166,662.8699854005803
91380,Magyarország,Szarvaskő,,,belterület,164,HUN_Szarvaskő_164,művelés alól kivett,,Borsod utca,,,22,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,82.10245510167107,333.0800000016391
91381,Magyarország,Szarvaskő,,,belterület,165,HUN_Szarvaskő_165,művelés alól kivett,,Borsod utca,,,24,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,91.4939103464303,521.7599999690055
91382,Magyarország,Szarvaskő,,,belterület,166,HUN_Szarvaskő_166,művelés alól kivett,Borsod utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,408.78659982294647,1744.0350146519095
91383,Magyarország,Szarvaskő,,,belterület,167,HUN_Szarvaskő_167,művelés alól kivett,,Borsod utca,,,1,,,,,,,,,,Szarvaskő_002,,3323,Szarvaskő,,121.72495793532576,711.2499999927358
91384,Magyarország,Szarvaskő,,,belterület,168,HUN_Szarvaskő_168,művelés alól kivett,,Borsod utca,,,3,,,,,,,,,,Szarvaskő_002,,3323,Szarvaskő,,104.72908758230834,658.3499999435618
91385,Magyarország,Szarvaskő,,,belterület,169,HUN_Szarvaskő_169,művelés alól kivett,,Borsod utca,,,5,,,,,,,,,,Szarvaskő_002,,3323,Szarvaskő,,101.22468400918133,636.2350000494719
91386,Magyarország,Szarvaskő,,,belterület,17,HUN_Szarvaskő_17,művelés alól kivett,,Fő utca,,,16,,,,,,,,,,Szarvaskő_007,,3323,Szarvaskő,,152.28907203138164,1080.419960013193
91387,Magyarország,Szarvaskő,,,belterület,170,HUN_Szarvaskő_170,művelés alól kivett,,Borsod utca,,,7,,,,,,,,,,Szarvaskő_002,,3323,Szarvaskő,,97.76230300503885,600.6700000549854
91388,Magyarország,Szarvaskő,,,belterület,171,HUN_Szarvaskő_171,művelés alól kivett,,Borsod utca,,,9,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_002,,3323,Szarvaskő,,283.6901618706553,2931.01999988325
91389,Magyarország,Szarvaskő,,,belterület,172,HUN_Szarvaskő_172,művelés alól kivett,,Borsod utca,,,26,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_004,,3323,Szarvaskő,,177.98734233454724,1483.075000015646
91390,Magyarország,Szarvaskő,,,belterület,173/2,HUN_Szarvaskő_173/2,művelés alól kivett,Vasút utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,338.0852597713176,3146.0700000143797
91391,Magyarország,Szarvaskő,,,belterület,173/3,HUN_Szarvaskő_173/3,művelés alól kivett,,Vasút utca,,,1,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,446.6034293169682,4902.585000147446
91392,Magyarország,Szarvaskő,,,belterület,173/4,HUN_Szarvaskő_173/4,művelés alól kivett,,Vasút utca,,,,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,107.39482819899379,644.3149999998882
91393,Magyarország,Szarvaskő,,,belterület,173/5,HUN_Szarvaskő_173/5,művelés alól kivett,,,,87,,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,,,3323,Szarvaskő,,1148.5303869568727,9410.464812550206
91394,Magyarország,Szarvaskő,,,belterület,173/6,HUN_Szarvaskő_173/6,művelés alól kivett,,Vasút utca,,,,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_016,,3323,Szarvaskő,,559.0132079908344,4907.175204811141
91395,Magyarország,Szarvaskő,,,belterület,173/7,HUN_Szarvaskő_173/7,művelés alól kivett,,Vasút utca,,,,Bükki Nemzeti Park,nemzeti park,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_016,,3323,Szarvaskő,,119.1602717433748,897.9599999490754
91396,Magyarország,Szarvaskő,,,belterület,174,HUN_Szarvaskő_174,művelés alól kivett,,Vasút utca,,,,,,,,,,,,,,,3323,Szarvaskő,,638.3025027791524,6047.264504996345
91397,Magyarország,Szarvaskő,,,belterület,175,HUN_Szarvaskő_175,művelés alól kivett,,Egri utca,,,,,,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,168.2529019167137,1750.3699998722598
91398,Magyarország,Szarvaskő,,,belterület,176,HUN_Szarvaskő_176,művelés alól kivett,,Egri utca,,,,,,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,168.86111664400093,1776.9600000116602
91399,Magyarország,Szarvaskő,,,belterület,177,HUN_Szarvaskő_177,művelés alól kivett,,Egri utca,,,,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,158.6246432476211,1544.1999999219552
91400,Magyarország,Szarvaskő,,,belterület,179,HUN_Szarvaskő_179,művelés alól kivett,,Egri utca,,,,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,174.62293086117643,1882.975000044331
91401,Magyarország,Szarvaskő,,,belterület,18,HUN_Szarvaskő_18,művelés alól kivett,,Fő utca,,,,,,,,,,,,,Szarvaskő_007,,3323,Szarvaskő,,136.44180599545626,819.2000000372528
91402,Magyarország,Szarvaskő,,,belterület,180,HUN_Szarvaskő_180,művelés alól kivett,,Egri utca,,,,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,176.02669389572816,1855.5750000368803
91403,Magyarország,Szarvaskő,,,belterület,181,HUN_Szarvaskő_181,művelés alól kivett,,Egri utca,,,,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,186.81083006546316,2061.9350000232084
91404,Magyarország,Szarvaskő,,,belterület,182,HUN_Szarvaskő_182,művelés alól kivett,,Egri utca,,,1,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,242.46239754665132,3443.954999811463
91405,Magyarország,Szarvaskő,,,belterület,183,HUN_Szarvaskő_183,művelés alól kivett,,Egri utca,,,3,Bükki Nemzeti Park,nemzeti park,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,181.02111292588154,1946.255000061244
91406,Magyarország,Szarvaskő,,,belterület,184,HUN_Szarvaskő_184,művelés alól kivett,Egri utca,,,,,,,,,,,,,,Szarvaskő_017,,3323,Szarvaskő,,55.424954533879195,99.33499999135732
91407,Magyarország,Szarvaskő,,,belterület,185,HUN_Szarvaskő_185,művelés alól kivett,,,,,,,,,,,,,,,,,3323,Szarvaskő,,1525.8044468515814,12084.170725771697
91408,Magyarország,Szarvaskő,,,belterület,186,HUN_Szarvaskő_186,művelés alól kivett,,Egri utca,,,5,,,,,,,,,,Szarvaskő_018,,3323,Szarvaskő,,140.71228047234257,1173.9600000012292
91409,Magyarország,Szarvaskő,,,belterület,187,HUN_Szarvaskő_187,művelés alól kivett,,Egri utca,,,7,,,,,,,,,,Szarvaskő_018,,3323,Szarvaskő,,129.37247988703092,1039.6800000493229
91410,Magyarország,Szarvaskő,,,belterület,188,HUN_Szarvaskő_188,művelés alól kivett,,Egri utca,,,,,,,,,,,,,Szarvaskő_018,,3323,Szarvaskő,,138.252012678216,1186.3999999687076
91411,Magyarország,Szarvaskő,,,belterület,189,HUN_Szarvaskő_189,művelés alól kivett,,Egri utca,,,,,,,,,,,,,Szarvaskő_018,,3323,Szarvaskő,,145.3392218657628,1321.1249999068677
91412,Magyarország,Szarvaskő,,,belterület,19,HUN_Szarvaskő_19,művelés alól kivett,,,,,,,,,,,,,,,,,3323,Szarvaskő,,202.47582104398677,382.73994495593263
91413,Magyarország,Szarvaskő,,,belterület,190,HUN_Szarvaskő_190,művelés alól kivett,,Egri utca,,,,,,,,,,,,,Szarvaskő_018,,3323,Szarvaskő,,121.69406815502349,875.1600000621379
91414,Magyarország,Szarvaskő,,,belterület,191,HUN_Szarvaskő_191,művelés alól kivett,,Egri utca,,,,,,,,,,,,,,,3323,Szarvaskő,,81.09557511809274,257.6550000059232
91415,Magyarország,Szarvaskő,,,belterület,192,HUN_Szarvaskő_192,művelés alól kivett,,Egri utca,,,,,,,,,,,,,,,3323,Szarvaskő,,119.75232631574661,844.6100000101701
91416,Magyarország,Szarvaskő,,,belterület,193,HUN_Szarvaskő_193,művelés alól kivett,,Egri utca,,,,,,,,,,,,,,,3323,Szarvaskő,,122.53103391659104,380.04000000752507
91417,Magyarország,Szarvaskő,,,belterület,194/1,HUN_Szarvaskő_194/1,művelés alól kivett,Egri utca,,25,,,,,,,,,,,,,,3323,Szarvaskő,,1717.6441772117246,12719.046617334076
91418,Magyarország,Szarvaskő,,,belterület,194/1,HUN_Szarvaskő_194/1,művelés alól kivett,Vasút utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,128.40821283796285,718.2244394428046
91419,Magyarország,Szarvaskő,,,belterület,194/2,HUN_Szarvaskő_194/2,művelés alól kivett,Egri utca,,25,,,,,,,,,,,,,,3323,Szarvaskő,,212.17772798236052,1251.0437486236542
91420,Magyarország,Szarvaskő,,,belterület,195,HUN_Szarvaskő_195,művelés alól kivett,,Egri utca,,,8,,,,,,,,,,Szarvaskő_019,,3323,Szarvaskő,,120.98055247443625,697.3749999227002
91421,Magyarország,Szarvaskő,,,belterület,196,HUN_Szarvaskő_196,művelés alól kivett,,Egri utca,,,6,,,,,,,,,,Szarvaskő_019,,3323,Szarvaskő,,107.71866080141568,720.9250000720845
91422,Magyarország,Szarvaskő,,,belterület,197,HUN_Szarvaskő_197,művelés alól kivett,,Egri utca,,,4,,,,,,,,,,Szarvaskő_019,,3323,Szarvaskő,,170.16921567061877,1764.6599999932198
91423,Magyarország,Szarvaskő,,,belterület,198/1,HUN_Szarvaskő_198/1,művelés alól kivett,,Egri utca,,,2,,,,,,,,,,Szarvaskő_019,,3323,Szarvaskő,,130.08659523624917,1003.9750935303698
91424,Magyarország,Szarvaskő,,,belterület,198/2,HUN_Szarvaskő_198/2,művelés alól kivett,,Egri utca,,,2,,,,,,,,,,Szarvaskő_019,,3323,Szarvaskő,,115.55381863866049,751.6173715141794
91425,Magyarország,Szarvaskő,,,belterület,199,HUN_Szarvaskő_199,művelés alól kivett,Tölgyfa utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,737.6473261130382,7059.701634674094
91426,Magyarország,Szarvaskő,,,belterület,2,HUN_Szarvaskő_2,művelés alól kivett,,Fő utca,,,36-38,,,,,,,,,,Szarvaskő_007,,3323,Szarvaskő,,107.71400633307528,607.7149999743701
91427,Magyarország,Szarvaskő,,,belterület,20,HUN_Szarvaskő_20,művelés alól kivett,,Fő utca,,,12,,,,,,,,,,Szarvaskő_008,,3323,Szarvaskő,,109.56576612687994,482.5699999944494
91428,Magyarország,Szarvaskő,,,belterület,200/1,HUN_Szarvaskő_200/1,művelés alól kivett,Tölgyfa utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,1161.9604552397313,7678.090065188846
91429,Magyarország,Szarvaskő,,,belterület,200/12,HUN_Szarvaskő_200/12,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,95.51920925076448,536.1400149762303
91430,Magyarország,Szarvaskő,,,belterület,200/19,HUN_Szarvaskő_200/19,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,437.2919984594865,3938.210247183292
91431,Magyarország,Szarvaskő,,,belterület,200/2,HUN_Szarvaskő_200/2,művelés alól kivett,,Tölgyfa utca,,,2,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,119.40024861491978,732.8900000565127
91432,Magyarország,Szarvaskő,,,belterület,200/20,HUN_Szarvaskő_200/20,művelés alól kivett,,,,,,,,,,,,,,,,,3323,Szarvaskő,,115.3585737966244,224.8451466745106
91433,Magyarország,Szarvaskő,,,belterület,200/22,HUN_Szarvaskő_200/22,művelés alól kivett,,Tölgyfa utca,,,28,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.0318733489209,597.3999999854714
91434,Magyarország,Szarvaskő,,,belterület,200/23,HUN_Szarvaskő_200/23,művelés alól kivett,,Tölgyfa utca,,,30,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.60291743362367,605.1450000333787
91435,Magyarország,Szarvaskő,,,belterület,200/24,HUN_Szarvaskő_200/24,művelés alól kivett,,Tölgyfa utca,,,32,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.0426019895047,594.7400000021235
91436,Magyarország,Szarvaskő,,,belterület,200/26,HUN_Szarvaskő_200/26,művelés alól kivett,,Tölgyfa utca,,,36,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,160.05222582568788,1596.4650000054762
91437,Magyarország,Szarvaskő,,,belterület,200/27,HUN_Szarvaskő_200/27,művelés alól kivett,,Tölgyfa utca,,,38,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.48517420100167,605.5899999296664
91438,Magyarország,Szarvaskő,,,belterület,200/29,HUN_Szarvaskő_200/29,művelés alól kivett,,Tölgyfa utca,,,42,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,109.94845166874717,597.6300000679493
91439,Magyarország,Szarvaskő,,,belterület,200/3,HUN_Szarvaskő_200/3,művelés alól kivett,,Tölgyfa utca,,,4,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,111.98966181167098,614.9749999526889
91440,Magyarország,Szarvaskő,,,belterület,200/30,HUN_Szarvaskő_200/30,művelés alól kivett,,Tölgyfa utca,,,44,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,116.81090174417317,736.4949999696762
91441,Magyarország,Szarvaskő,,,belterület,200/31,HUN_Szarvaskő_200/31,művelés alól kivett,,Tölgyfa utca,,,46,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,109.37279529632416,589.9149999484792
91442,Magyarország,Szarvaskő,,,belterület,200/32,HUN_Szarvaskő_200/32,művelés alól kivett,,Tölgyfa utca,,,48,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,109.50368361149654,588.1500000329688
91443,Magyarország,Szarvaskő,,,belterület,200/33,HUN_Szarvaskő_200/33,művelés alól kivett,,Tölgyfa utca,,,50,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.80517327374328,606.8450000147521
91444,Magyarország,Szarvaskő,,,belterület,200/34,HUN_Szarvaskő_200/34,művelés alól kivett,,Tölgyfa utca,,,26,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,110.7098461599503,607.3949999799207
91445,Magyarország,Szarvaskő,,,belterület,200/36,HUN_Szarvaskő_200/36,művelés alól kivett,,Tölgyfa utca,,,16,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,107.70754400125747,655.3950000683964
91446,Magyarország,Szarvaskő,,,belterület,200/37,HUN_Szarvaskő_200/37,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,139.80680606168167,653.3249999526888
91447,Magyarország,Szarvaskő,,,belterület,200/38,HUN_Szarvaskő_200/38,művelés alól kivett,,Tölgyfa utca,,,18,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,105.64739353253653,603.1300000511856
91448,Magyarország,Szarvaskő,,,belterület,200/39,HUN_Szarvaskő_200/39,művelés alól kivett,,Tölgyfa utca,,,20,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,89.40823005486382,495.1450000145659
91449,Magyarország,Szarvaskő,,,belterület,200/4,HUN_Szarvaskő_200/4,művelés alól kivett,,Tölgyfa utca,,,6,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,110.96657579536931,601.499999997951
91450,Magyarország,Szarvaskő,,,belterület,200/40,HUN_Szarvaskő_200/40,művelés alól kivett,,Tölgyfa utca,,,22,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,90.39465024622749,504.039999939166
91451,Magyarország,Szarvaskő,,,belterület,200/41,HUN_Szarvaskő_200/41,művelés alól kivett,,Tölgyfa utca,,,24/a,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,114.12777732003119,440.36000004798177
91452,Magyarország,Szarvaskő,,,belterület,200/42,HUN_Szarvaskő_200/42,művelés alól kivett,,Tölgyfa utca,,,24,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,101.6625839906344,465.96499994028363
91453,Magyarország,Szarvaskő,,,belterület,200/43,HUN_Szarvaskő_200/43,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,31.375532201395437,11.889999999143184
91454,Magyarország,Szarvaskő,,,belterület,200/44,HUN_Szarvaskő_200/44,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,35.51213562097665,37.3050000232458
91455,Magyarország,Szarvaskő,,,belterület,200/45,HUN_Szarvaskő_200/45,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,36.92538222599259,58.5549999981001
91456,Magyarország,Szarvaskő,,,belterület,200/46,HUN_Szarvaskő_200/46,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,64.77473309916292,124.35999996006487
91457,Magyarország,Szarvaskő,,,belterület,200/47,HUN_Szarvaskő_200/47,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,37.35900701191005,54.26000000793487
91458,Magyarország,Szarvaskő,,,belterület,200/48,HUN_Szarvaskő_200/48,művelés alól kivett,,Tölgyfa utca,,,40,,,,,,,,,,Szarvaskő_001,,3323,Szarvaskő,,115.09806950005147,639.2799999999628
91459,Magyarország,Szarvaskő,,,belterület,200/49,HUN_Szarvaskő_200/49,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,33.24448372106226,29.74999999254942
91460,Magyarország,Szarvaskő,,,belterület,200/5,HUN_Szarvaskő_200/5,művelés alól kivett,,Tölgyfa utca,,,8,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,111.01180317320444,605.6449999789893
91461,Magyarország,Szarvaskő,,,belterület,200/50,HUN_Szarvaskő_200/50,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,35.16324248694431,39.0149999974668
91462,Magyarország,Szarvaskő,,,belterület,200/51,HUN_Szarvaskő_200/51,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,36.20722858577145,41.135000005885956
91463,Magyarország,Szarvaskő,,,belterület,200/52,HUN_Szarvaskő_200/52,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,35.11717568513029,39.21999998830259
91464,Magyarország,Szarvaskő,,,belterület,200/53,HUN_Szarvaskő_200/53,művelés alól kivett,,Tölgyfa utca,,,,,,,,,,,,,,,3323,Szarvaskő,,34.43326897540622,34.45000000540168
91465,Magyarország,Szarvaskő,,,belterület,200/6,HUN_Szarvaskő_200/6,művelés alól kivett,,Tölgyfa utca,,,10,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,110.70612891501764,605.9949999830872
91466,Magyarország,Szarvaskő,,,belterület,200/7,HUN_Szarvaskő_200/7,művelés alól kivett,,Tölgyfa utca,,,12,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,110.03486316559155,601.8999999780208
91467,Magyarország,Szarvaskő,,,belterület,200/8,HUN_Szarvaskő_200/8,művelés alól kivett,,Tölgyfa utca,,,14,,,,,,,,,,Szarvaskő_020,,3323,Szarvaskő,,109.42169812010465,590.3399999877811
91468,Magyarország,Szarvaskő,,,belterület,201,HUN_Szarvaskő_201,művelés alól kivett,utca,,,,,,,,,,,,,,,,3323,Szarvaskő,,179.64806427596338,905.9750000597909
91469,Magyarország,Szarvaskő,,,belterület,202,HUN_Szarvaskő_202,művelés alól kivett,,Tölgyfa utca,,,1,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,141.37438727476706,1241.755000051558
91470,Magyarország,Szarvaskő,,,belterület,203,HUN_Szarvaskő_203,művelés alól kivett,,Tölgyfa utca,,,3,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,142.34000453993758,1198.6000000353904
91471,Magyarország,Szarvaskő,,,belterület,204,HUN_Szarvaskő_204,művelés alól kivett,,Tölgyfa utca,,,5,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,143.60258435016982,1177.320000074543
91472,Magyarország,Szarvaskő,,,belterület,205,HUN_Szarvaskő_205,művelés alól kivett,,Tölgyfa utca,,,7,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,143.81712368757894,1142.189999953322
91473,Magyarország,Szarvaskő,,,belterület,206,HUN_Szarvaskő_206,művelés alól kivett,,Tölgyfa utca,,,9,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,142.53825964996858,1070.555000034049
91474,Magyarország,Szarvaskő,,,belterület,207,HUN_Szarvaskő_207,művelés alól kivett,,Tölgyfa utca,,,11,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,144.1008453121812,1054.659999958016
91475,Magyarország,Szarvaskő,,,belterület,208,HUN_Szarvaskő_208,művelés alól kivett,,Tölgyfa utca,,,13,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,150.66536156698038,1163.0700001535192
91476,Magyarország,Szarvaskő,,,belterület,209,HUN_Szarvaskő_209,művelés alól kivett,,Tölgyfa utca,,,15,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,151.09497650077233,1087.1650000125542
91477,Magyarország,Szarvaskő,,,belterület,21,HUN_Szarvaskő_21,művelés alól kivett,,Fő utca,,,10,,,,,,,,,,Szarvaskő_008,,3323,Szarvaskő,,123.99490754122763,821.5700000549853
91478,Magyarország,Szarvaskő,,,belterület,210,HUN_Szarvaskő_210,művelés alól kivett,,Tölgyfa utca,,,17,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,160.06551598931406,1168.39999990277
91479,Magyarország,Szarvaskő,,,belterület,211,HUN_Szarvaskő_211,művelés alól kivett,,Tölgyfa utca,,,19,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,159.6929374927805,1210.6700000307708
91480,Magyarország,Szarvaskő,,,belterület,212,HUN_Szarvaskő_212,művelés alól kivett,,Tölgyfa utca,,,21,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,151.94759996621502,1144.1099998844415
91481,Magyarország,Szarvaskő,,,belterület,213,HUN_Szarvaskő_213,művelés alól kivett,,Tölgyfa utca,,,23,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,143.39064218226716,1080.6000000474974
91482,Magyarország,Szarvaskő,,,belterület,214,HUN_Szarvaskő_214,művelés alól kivett,,Tölgyfa utca,,,23/a,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,128.90727134629518,925.4999999474734
91483,Magyarország,Szarvaskő,,,belterület,215,HUN_Szarvaskő_215,művelés alól kivett,,Tölgyfa utca,,,25,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,140.91295547334798,1168.7099999563395
91484,Magyarország,Szarvaskő,,,belterület,216/1,HUN_Szarvaskő_216/1,művelés alól kivett,,Tölgyfa utca,,,27,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,116.46049585461107,639.8100000455603
91485,Magyarország,Szarvaskő,,,belterület,216/2,HUN_Szarvaskő_216/2,művelés alól kivett,,Tölgyfa utca,,,27/a,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,111.02121342325536,657.8499999891967
91486,Magyarország,Szarvaskő,,,belterület,217,HUN_Szarvaskő_217,művelés alól kivett,,Tölgyfa utca,,,29,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,108.71209779906513,681.6400000008196
91487,Magyarország,Szarvaskő,,,belterület,218,HUN_Szarvaskő_218,művelés alól kivett,,Tölgyfa utca,,,31,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,152.42973631280398,1388.0599999833482
91488,Magyarország,Szarvaskő,,,belterület,219,HUN_Szarvaskő_219,művelés alól kivett,,Rózsa utca,,,25,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,101.88235062785876,640.3850000314042
91489,Magyarország,Szarvaskő,,,belterület,22,HUN_Szarvaskő_22,művelés alól kivett,,Fő utca,,,8,,,,,,,,,,Szarvaskő_008,,3323,Szarvaskő,,113.83069409512156,587.974999997206
91490,Magyarország,Szarvaskő,,,belterület,220,HUN_Szarvaskő_220,művelés alól kivett,,Rózsa utca,,,23,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,132.00478831235841,1072.710000001788
91491,Magyarország,Szarvaskő,,,belterület,221,HUN_Szarvaskő_221,művelés alól kivett,,Rózsa utca,,,21,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,143.24692980559755,1144.450000011176
91492,Magyarország,Szarvaskő,,,belterület,222,HUN_Szarvaskő_222,művelés alól kivett,,Rózsa utca,,,19,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,153.21967424604674,1141.780000019893
91493,Magyarország,Szarvaskő,,,belterület,223,HUN_Szarvaskő_223,művelés alól kivett,,Rózsa utca,,,17,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,152.18765444597403,1104.7000000016762
91494,Magyarország,Szarvaskő,,,belterület,224,HUN_Szarvaskő_224,művelés alól kivett,,Rózsa utca,,,15,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,152.92602971069113,1083.9300001089275
91495,Magyarország,Szarvaskő,,,belterület,225/1,HUN_Szarvaskő_225/1,művelés alól kivett,,Rózsa utca,,,,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,152.38950152043176,1153.4650000216811
91496,Magyarország,Szarvaskő,,,belterület,225/2,HUN_Szarvaskő_225/2,művelés alól kivett,,Rózsa utca,,,,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,145.83135503195692,1098.6499999770895
91497,Magyarország,Szarvaskő,,,belterület,226,HUN_Szarvaskő_226,művelés alól kivett,,Rózsa utca,,,11,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,119.43594072444974,526.4899999352546
91498,Magyarország,Szarvaskő,,,belterület,227,HUN_Szarvaskő_227,művelés alól kivett,,Rózsa utca,,,9,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,118.04569736358133,544.6700000214577
91499,Magyarország,Szarvaskő,,,belterület,228,HUN_Szarvaskő_228,művelés alól kivett,,Rózsa utca,,,7,,,,,,,,,,Szarvaskő_021,,3323,Szarvaskő,,136.3701103485754,1028.909999930449
