OBJECTID,Orszag_nev,Telepules_nev,Telepulesresz_nev,Tortenelmi_varosresz_nev,Fekves,Helyrajziszam_teljes,Helyrajziszam_egyedi,Muvelesiag,Utcanev,Utcanev_telek,Kozut_szama,Vasut_szama,Hazszam_telek,Vedett_terulet_nev,Vedett_terulet_kategoria,Natura2000_SCI_kod,Natura2000_SCI_nev,Natura2000_SPA_kod,Natura2000_SPA_nev,Dulo_OEM_borvidek_nev,Dulo_OEM_kod,Dulo_OEM_nev,Epuletenergetikai_tombazonosito,Tortenelmi_varosresz_nev_modositott,Iranyitoszam,KSH_korzet,Postacim_rovid,Shape_Length,Shape_Area
91356,Magyarország,Szarvaskő,,,belterület,140,HUN_Szarvaskő_140,művelés alól kivett,,Fő utca,,,54,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,200.04210813556747,1169.6850000373647
91357,Magyarország,Szarvaskő,,,belterület,141,HUN_Szarvaskő_141,művelés alól kivett,,Fő utca,,,52,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,94.78688264204449,425.6700000151247
91358,Magyarország,Szarvaskő,,,belterület,142,HUN_Szarvaskő_142,művelés alól kivett,,Fő utca,,,50,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,95.38566182939094,396.31499998126185
91359,Magyarország,Szarvaskő,,,belterület,143,HUN_Szarvaskő_143,művelés alól kivett,,Fő utca,,,48,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,117.59649289820533,745.8249999856575
91360,Magyarország,Szarvaskő,,,belterület,144,HUN_Szarvaskő_144,művelés alól kivett,,Fő utca,,,46,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,146.5662482798009,1349.5349999535454
91361,Magyarország,Szarvaskő,,,belterület,145,HUN_Szarvaskő_145,művelés alól kivett,,Fő utca,,,44,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,113.18142070215983,706.6299999982864
91362,Magyarország,Szarvaskő,,,belterület,146,HUN_Szarvaskő_146,művelés alól kivett,,Fő utca,,,,,,,,,,,,,Szarvaskő_005,,3323,Szarvaskő,,88.30278713011748,313.31000001557175
91363,Magyarország,Szarvaskő,,,belterület,147,HUN_Szarvaskő_147,művelés alól kivett,,Fő utca,,,,,,,,,,,,,Szarvaskő_006,,3323,Szarvaskő,,121.56592277246544,885.9350000355021
91364,Magyarország,Szarvaskő,,,belterület,148,HUN_Szarvaskő_148,művelés alól kivett,,Fő utca,,,42,,,,,,,,,,Szarvaskő_006,,3323,Szarvaskő,,78.59856954511942,372.7900000283867
91365,Magyarország,Szarvaskő,,,belterület,149,HUN_Szarvaskő_149,művelés alól kivett,,Fő utca,,,,,,,,,,,,,Szarvaskő_006,,3323,Szarvaskő,,81.09781327018486,375.57000001270325
91366,Magyarország,Szarvaskő,,,belterület,15,HUN_Szarvaskő_15,művelés alól kivett,,Fő utca,,,14,,,,,,,,,,Szarvaskő_007,,3323,Szarvaskő,,76.47652365519014,346.47499999850993
91367,Magyarország,Szarvaskő,,,belterület,150,HUN_Szarvaskő_150,művelés alól kivett,,,,,,,,,,,,,,,,,3323,Szarvaskő,,677.7928068913848,3544.861106439528
91368,Magyarország,Szarvaskő,,,belterület,151,HUN_Szarvaskő_151,művelés alól kivett,,Borsod utca,,,2,,,,,,,,,,Szarvaskő_003,,3323,Szarvaskő,,169.3373617473359,927.5649705291943
91369,Magyarország,Szarvaskő,,,belterület,152/1,HUN_Szarvaskő_152/1,művelés alól kivett,,Borsod utca,,,2/a,,,,,,,,,,Szarvaskő_003,,3323,Szarvaskő,,139.0692993916745,667.3199999428541
91370,Magyarország,Szarvaskő,,,belterület,152/2,HUN_Szarvaskő_152/2,művelés alól kivett,Borsod utca,,,,,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,32.44591682219511,34.41000001333654
91371,Magyarország,Szarvaskő,,,belterület,153,HUN_Szarvaskő_153,művelés alól kivett,,Borsod utca,,,4,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,116.67519630829605,816.2400000498072
91372,Magyarország,Szarvaskő,,,belterület,154,HUN_Szarvaskő_154,művelés alól kivett,,Borsod utca,,,6-8,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,151.6509180252575,841.2999999755991
91373,Magyarország,Szarvaskő,,,belterület,158,HUN_Szarvaskő_158,művelés alól kivett,,Borsod utca,,,10,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,96.27599899098752,515.5250000152737
91374,Magyarország,Szarvaskő,,,belterület,159,HUN_Szarvaskő_159,művelés alól kivett,,Borsod utca,,,12,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,113.27583429065713,540.1049999332802
91375,Magyarország,Szarvaskő,,,belterület,16,HUN_Szarvaskő_16,művelés alól kivett,,Fő utca,,,18,,,,,,,,,,Szarvaskő_007,,3323,Szarvaskő,,160.58922273869882,502.14503994906977
91376,Magyarország,Szarvaskő,,,belterület,160,HUN_Szarvaskő_160,művelés alól kivett,,Borsod utca,,,14,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,116.3068036106221,599.6400000498071
91377,Magyarország,Szarvaskő,,,belterület,161,HUN_Szarvaskő_161,művelés alól kivett,,Borsod utca,,,16,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,107.30246561101505,431.28999999579037
91378,Magyarország,Szarvaskő,,,belterület,162,HUN_Szarvaskő_162,művelés alól kivett,,Borsod utca,,,18,,,HUBN20004,Szarvaskő,HUBN10003,Bükk-hegység és peremterületei,,,,Szarvaskő_003,,3323,Szarvaskő,,106.28410699422852,458.309999966398
