OBJECTID,Orszag_nev,Telepules_nev,Telepulesresz_nev,Tortenelmi_varosresz_nev,Fekves,Epulettipus,Epulet_altipus,Funkcio,Intezmenynev,Hazszam,Epulet_betujel,Helyrajziszam_teljes_epulet,Helyrajziszam_egyedi_epulet,Utcanev_epulet,Muemlek_nev,Muemlek_tipus,Muemlek_torzsszam,Epuletenergetikai_tipus,Epuletenergetikai_szintszam,Epuletenergetikai_tombazonosito,Aga_est,Abm_est,Ath_est,Ael_est,Aelcs_est,Asz_est,Aol_est,Tn_Tbr,E0,Evil,Ee_cs,Evil_cs,Tbr,Ter,Muemleki_vedettseg,Tortenelmi_varosresz_nev_modositott,Iranyitoszam,KSH_korzet,Epulet_azonosito,Hazszam_epulettomb,Epulet_szamozas_egyeb,Postacim_epulet,Shape_Length,Shape_Area
63850,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,59,HUN_Szarvaskő_59,Iskola utca,,,,L1,1,Szarvaskő_010,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,123.760000019297,92.82000001447275,nem,,3323,Szarvaskő,Szarvaskő_00407,,,"Szarvaskő, Iskola utca 8",50.55148852267244,123.760000019297
63851,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,95,HUN_Szarvaskő_95,Teréz utca,,,,L1/M,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.65,450,10,315,8,92.7749999826774,60.303749988740314,igen,,3323,Szarvaskő,Szarvaskő_00408,,,"Szarvaskő, Teréz utca 5",38.64228634355029,92.7749999826774
63852,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,200/3,HUN_Szarvaskő_200/3,Tölgyfa utca,,,,L4,1.5,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,119.57249997049571,89.67937497787179,nem,,3323,Szarvaskő,Szarvaskő_00409,,,"Szarvaskő, Tölgyfa utca 4",38.26062778984732,79.71499998033048
63853,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,45,HUN_Szarvaskő_45,Iskola utca,,,,L3/F,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,145.5450000149384,109.15875001120381,nem,,3323,Szarvaskő,Szarvaskő_00410,,,"Szarvaskő, Iskola utca 3",57.87107865392586,145.5450000149384
63854,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,60,HUN_Szarvaskő_60,Iskola utca,,,,L1,1,Szarvaskő_010,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,143.6999999985099,107.77499999888242,nem,,3323,Szarvaskő,Szarvaskő_00411,,,"Szarvaskő, Iskola utca 6",59.906793304690254,143.6999999985099
63855,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,96,HUN_Szarvaskő_96,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,104.06500000100583,78.04875000075437,nem,,3323,Szarvaskő,Szarvaskő_00412,,,"Szarvaskő, Teréz utca 7",44.450054262700256,104.06500000100583
63856,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,62,HUN_Szarvaskő_62,Iskola utca,,,,L4,1.8,Szarvaskő_010,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,173.32200003902614,129.99150002926962,nem,,3323,Szarvaskő,Szarvaskő_00413,,,"Szarvaskő, Iskola utca 4",43.99602134796842,96.29000002168118
63857,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,39,HUN_Szarvaskő_39,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,65.57000000748783,49.177500005615876,nem,,3323,Szarvaskő,Szarvaskő_00414,,,"Szarvaskő, Fő utca 1",32.79535210713178,65.57000000748783
63858,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,97,HUN_Szarvaskő_97,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,101.7050000096485,76.27875000723637,nem,,3323,Szarvaskő,Szarvaskő_00415,,,"Szarvaskő, Teréz utca 9",47.772191963775455,101.7050000096485
63859,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,72,HUN_Szarvaskő_72,Petőfi Sándor utca,,,,L1,1,Szarvaskő_012,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,42.01000002078712,31.507500015590338,nem,,3323,Szarvaskő,Szarvaskő_00416,,,"Szarvaskő, Petőfi Sándor utca 5",29.316047699010024,42.01000002078712
63860,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,61,HUN_Szarvaskő_61,Iskola utca,,,,L3,1,Szarvaskő_010,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,105.73999999504537,79.30499999628402,nem,,3323,Szarvaskő,Szarvaskő_00417,,,"Szarvaskő, Iskola utca 4",48.834964549643445,105.73999999504537
63861,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,11,,39,HUN_Szarvaskő_39,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.6000000057742,75.45000000433066,nem,,3323,Szarvaskő,Szarvaskő_00418,,,"Szarvaskő, Fő utca 11",43.392282767045245,100.6000000057742
63862,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,36,HUN_Szarvaskő_36,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,146.02499998975546,109.5187499923166,nem,,3323,Szarvaskő,Szarvaskő_00419,,,"Szarvaskő, Fő utca 9",62.44042441394679,146.02499998975546
63863,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,11,,98,HUN_Szarvaskő_98,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,117.4100000025332,88.0575000018999,nem,,3323,Szarvaskő,Szarvaskő_00420,,,"Szarvaskő, Teréz utca 11",49.908283428055256,117.4100000025332
63864,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,72,HUN_Szarvaskő_72,Petőfi Sándor utca,,,,L1,1,Szarvaskő_012,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,106.52000000208616,79.89000000156463,nem,,3323,Szarvaskő,Szarvaskő_00421,,,"Szarvaskő, Petőfi Sándor utca 5",45.7329426165593,106.52000000208616
63865,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,13,,99,HUN_Szarvaskő_99,Teréz utca,,,,,,Szarvaskő_015,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00422,,,"Szarvaskő, Teréz utca 13",22.828957565344773,32.2900000037998
63866,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,111,HUN_Szarvaskő_111,Petőfi Sándor utca,,,,L4/F,1.8,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,154.0440000254139,115.53300001906044,nem,,3323,Szarvaskő,Szarvaskő_00423,,,"Szarvaskő, Petőfi Sándor utca 8",41.94453979988801,85.58000001411884
63867,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,32,HUN_Szarvaskő_32,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,144.315000003241,108.23625000243075,nem,,3323,Szarvaskő,Szarvaskő_00424,,,"Szarvaskő, Fő utca 7",55.71994121125231,144.315000003241
63868,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,13,,99,HUN_Szarvaskő_99,Teréz utca,,,,L3,1.8,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,142.16400002038478,106.62300001528858,nem,,3323,Szarvaskő,Szarvaskő_00425,,,"Szarvaskő, Teréz utca 13",35.67498963893964,78.98000001132488
63869,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,71,HUN_Szarvaskő_71,Petőfi Sándor utca,,,,L1,1.5,Szarvaskő_012,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,97.33500002805144,73.00125002103857,nem,,3323,Szarvaskő,Szarvaskő_00426,,,"Szarvaskő, Petőfi Sándor utca 7",32.509334153814144,64.89000001870096
63870,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,110,HUN_Szarvaskő_110,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,77.59999999124557,58.199999993434176,nem,,3323,Szarvaskő,Szarvaskő_00427,,,"Szarvaskő, Petőfi Sándor utca 10",36.80689954194616,77.59999999124557
63871,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,32,HUN_Szarvaskő_32,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,53.050000003539026,39.78750000265427,nem,,3323,Szarvaskő,Szarvaskő_00428,,,"Szarvaskő, Fő utca 5",29.55517337354822,53.050000003539026
63872,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,112,HUN_Szarvaskő_112,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,97.30000000949948,72.9750000071246,nem,,3323,Szarvaskő,Szarvaskő_00429,,,"Szarvaskő, Petőfi Sándor utca 6",46.90315176776548,97.30000000949948
63873,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,100,HUN_Szarvaskő_100,Teréz utca,,,,,,Szarvaskő_015,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00430,,,"Szarvaskő, Teréz utca 15",23.59407544023351,31.300000003911556
63874,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,113,HUN_Szarvaskő_113,Petőfi Sándor utca,,,,L2,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,115.39999998696149,86.54999999022112,nem,,3323,Szarvaskő,Szarvaskő_00431,,,"Szarvaskő, Petőfi Sándor utca 4",51.135341841954144,115.39999998696149
63875,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,70,HUN_Szarvaskő_70,Petőfi Sándor utca,,,,L1,1,Szarvaskő_012,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,61.570000000037254,46.17750000002794,nem,,3323,Szarvaskő,Szarvaskő_00432,,,"Szarvaskő, Petőfi Sándor utca 9",31.851878712763906,61.570000000037254
63876,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,100,HUN_Szarvaskő_100,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,72.02000000208616,54.01500000156462,nem,,3323,Szarvaskő,Szarvaskő_00433,,,"Szarvaskő, Teréz utca 15",34.220329917062486,72.02000000208616
63877,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,114,HUN_Szarvaskő_114,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,118.35500002250075,88.76625001687556,nem,,3323,Szarvaskő,Szarvaskő_00434,,,"Szarvaskő, Petőfi Sándor utca 2",54.57521346294733,118.35500002250075
63878,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,31,HUN_Szarvaskő_31,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,123.08500001743435,92.31375001307576,nem,,3323,Szarvaskő,Szarvaskő_00435,,,"Szarvaskő, Fő utca 3",51.53178487936007,123.08500001743435
63879,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,20,HUN_Szarvaskő_20,Fő utca,,,,L3,1.8,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,177.20999999329447,132.90749999497086,nem,,3323,Szarvaskő,Szarvaskő_00436,,,"Szarvaskő, Fő utca 12",42.38954761456395,98.44999999627471
63880,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10/a,,109,HUN_Szarvaskő_109,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,140.47500000931322,105.35625000698491,nem,,3323,Szarvaskő,Szarvaskő_00437,,,"Szarvaskő, Petőfi Sándor utca 10/a",55.04270430827707,140.47500000931322
63881,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,104,HUN_Szarvaskő_104,Petőfi Sándor utca,,,,L2,1.5,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,79.85574918561082,59.891811889208114,nem,,3323,Szarvaskő,Szarvaskő_00438,,,"Szarvaskő, Petőfi Sándor utca 18",32.09524727462087,53.23716612374054
63882,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,106,HUN_Szarvaskő_106,Petőfi Sándor utca,,,,L1,1.8,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,113.09399999892712,84.82049999919533,nem,,3323,Szarvaskő,Szarvaskő_00439,,,"Szarvaskő, Petőfi Sándor utca 12",31.94701945795797,62.82999999940395
63883,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,30,HUN_Szarvaskő_30,Fő utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,116.25499998990446,87.19124999242834,nem,,3323,Szarvaskő,Szarvaskő_00440,,,"Szarvaskő, Fő utca 1",48.158936577447626,116.25499998990446
63884,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,14,HUN_Szarvaskő_14,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,53.71000001054257,40.28250000790693,nem,,3323,Szarvaskő,Szarvaskő_00441,,,"Szarvaskő, Fő utca 18",29.935509002192248,53.71000001054257
63885,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,20,,101,HUN_Szarvaskő_101,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,141.18500000141563,105.88875000106172,nem,,3323,Szarvaskő,Szarvaskő_00442,,,"Szarvaskő, Petőfi Sándor utca 20",54.853247424972764,141.18500000141563
63886,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,197,HUN_Szarvaskő_197,Egri utca,,,,L4,1,Szarvaskő_019,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,101.47999995954333,76.10999996965751,nem,,3323,Szarvaskő,Szarvaskő_00443,,,"Szarvaskő, Egri utca 4",50.654921854504884,101.47999995954333
63887,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,22,HUN_Szarvaskő_22,Fő utca,,,,L1,1,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,127.8850000071898,95.91375000539236,nem,,3323,Szarvaskő,Szarvaskő_00444,,,"Szarvaskő, Fő utca 8",51.57954769969369,127.8850000071898
63888,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,16,,104,HUN_Szarvaskő_104,Petőfi Sándor utca,,,,L2,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,154.0749999962747,115.55624999720602,nem,,3323,Szarvaskő,Szarvaskő_00445,,,"Szarvaskő, Petőfi Sándor utca 16",55.609223998865204,154.0749999962747
63889,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,13,HUN_Szarvaskő_13,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,33.12000000767409,24.84000000575557,nem,,3323,Szarvaskő,Szarvaskő_00446,,,,23.14069857683618,33.12000000767409
63890,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,198/1,HUN_Szarvaskő_198/1,Egri utca,,,,L1,1,Szarvaskő_019,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,108.31000002060085,81.23250001545064,nem,,3323,Szarvaskő,Szarvaskő_00447,,,"Szarvaskő, Egri utca 2",47.92874903410755,108.31000002060085
63891,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,21,HUN_Szarvaskő_21,Fő utca,,,,L3/F,1,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,158.04000001311303,118.53000000983477,nem,,3323,Szarvaskő,Szarvaskő_00448,,,"Szarvaskő, Fő utca 10",61.10201457006121,158.04000001311303
63892,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,23,HUN_Szarvaskő_23,Fő utca,,,,L1,1,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,73.7299999949336,55.2974999962002,nem,,3323,Szarvaskő,Szarvaskő_00449,,,"Szarvaskő, Fő utca 6",34.36750905632107,73.7299999949336
63893,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,14,,15,HUN_Szarvaskő_15,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,71.65000000782311,53.73750000586733,nem,,3323,Szarvaskő,Szarvaskő_00450,,,"Szarvaskő, Fő utca 14",37.710628782985886,71.65000000782311
63894,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,20,,12/2,HUN_Szarvaskő_12/2,Fő utca,,,,L4,1.8,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,240.6510000178367,180.48825001337752,nem,,3323,Szarvaskő,Szarvaskő_00451,,,"Szarvaskő, Fő utca 20",49.74947941365632,133.69500000990928
63895,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,16,,17,HUN_Szarvaskő_17,Fő utca,,,,L3,1.8,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,121.62621596813376,91.21966197610033,nem,,3323,Szarvaskő,Szarvaskő_00452,,,"Szarvaskő, Fő utca 16",33.50147282268469,67.57011998229653
63896,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,13,,115,HUN_Szarvaskő_115,Fő utca,,,,L3/F,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,87.9900000268966,65.99250002017244,nem,,3323,Szarvaskő,Szarvaskő_00453,,,"Szarvaskő, Fő utca 13",48.66771878663036,87.9900000268966
63897,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,196,HUN_Szarvaskő_196,Egri utca,,,,L1,1,Szarvaskő_019,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,118.5200000076741,88.89000000575558,nem,,3323,Szarvaskő,Szarvaskő_00454,,,"Szarvaskő, Egri utca 6",59.690450596831965,118.5200000076741
63898,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,24,HUN_Szarvaskő_24,Fő utca,,,,L1,1,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,87.15000001545997,65.36250001159497,nem,,3323,Szarvaskő,Szarvaskő_00455,,,"Szarvaskő, Fő utca 4",40.46059550602624,87.15000001545997
63899,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,25,HUN_Szarvaskő_25,Fő utca,,,,L1,1,Szarvaskő_008,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,136.87999998338523,102.65999998753892,nem,,3323,Szarvaskő,Szarvaskő_00456,,,"Szarvaskő, Fő utca 2",57.15904700897246,136.87999998338523
63900,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,116,HUN_Szarvaskő_116,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,60.5650000121817,45.42375000913627,nem,,3323,Szarvaskő,Szarvaskő_00457,,,"Szarvaskő, Fő utca 15",32.99143185310553,60.5650000121817
63901,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,14,,105,HUN_Szarvaskő_105,Petőfi Sándor utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,79.14000000901521,59.35500000676141,nem,,3323,Szarvaskő,Szarvaskő_00458,,,"Szarvaskő, Petőfi Sándor utca 14",37.2434257516144,79.14000000901521
63902,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,195,HUN_Szarvaskő_195,Egri utca,,,,L1,1,Szarvaskő_019,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,70.19499999444932,52.64624999583699,nem,,3323,Szarvaskő,Szarvaskő_00459,,,"Szarvaskő, Egri utca 8",33.65961782499246,70.19499999444932
63903,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,24,,11,HUN_Szarvaskő_11,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,53.324999992735684,39.99374999455176,nem,,3323,Szarvaskő,Szarvaskő_00460,,,"Szarvaskő, Fő utca 24",32.73770809850455,53.324999992735684
63904,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,22,,12/1,HUN_Szarvaskő_12/1,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,122.21999999668449,91.66499999751338,nem,,3323,Szarvaskő,Szarvaskő_00461,,,"Szarvaskő, Fő utca 22",50.97616994869598,122.21999999668449
63905,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,26,,10/2,HUN_Szarvaskő_10/2,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,79.02500002644956,59.26875001983717,nem,,3323,Szarvaskő,Szarvaskő_00462,,,"Szarvaskő, Fő utca 26",37.23922702407063,79.02500002644956
63906,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,17,,117,HUN_Szarvaskő_117,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,103.25000004488975,77.4375000336673,nem,,3323,Szarvaskő,Szarvaskő_00463,,,"Szarvaskő, Fő utca 17",44.990474712233336,103.25000004488975
63907,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,28,,10/1,HUN_Szarvaskő_10/1,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,49.770000009164214,37.32750000687316,nem,,3323,Szarvaskő,Szarvaskő_00464,,,"Szarvaskő, Fő utca 28",28.580670822665887,49.770000009164214
63908,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,19,,118,HUN_Szarvaskő_118,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,140.12000000618397,105.09000000463797,nem,,3323,Szarvaskő,Szarvaskő_00465,,,"Szarvaskő, Fő utca 19",57.134704503597945,140.12000000618397
63909,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,30,,6,HUN_Szarvaskő_6,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,48.29000000230968,36.21750000173226,nem,,3323,Szarvaskő,Szarvaskő_00466,,,"Szarvaskő, Fő utca 30",27.902213080313693,48.29000000230968
63910,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,21,,119,HUN_Szarvaskő_119,Fő utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,138.88500000011175,104.16375000008381,nem,,3323,Szarvaskő,Szarvaskő_00467,,,"Szarvaskő, Fő utca 21",59.19361554195252,138.88500000011175
63911,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,32,,6,HUN_Szarvaskő_6,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,80.22000002704561,60.16500002028421,nem,,3323,Szarvaskő,Szarvaskő_00468,,,"Szarvaskő, Fő utca 32",38.07844862058599,80.22000002704561
63912,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,34,,6,HUN_Szarvaskő_6,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,87.39000002410262,65.54250001807696,nem,,3323,Szarvaskő,Szarvaskő_00469,,,"Szarvaskő, Fő utca 34",40.62286837262104,87.39000002410262
63913,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,23,,120,HUN_Szarvaskő_120,Fő utca,,,,L3/F,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,75.40500001616776,56.55375001212582,nem,,3323,Szarvaskő,Szarvaskő_00470,,,"Szarvaskő, Fő utca 23",39.034843410328854,75.40500001616776
63914,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,121,HUN_Szarvaskő_121,Kisköz utca,,,,L3/F,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,73.16000001780688,54.87000001335516,nem,,3323,Szarvaskő,Szarvaskő_00471,,,"Szarvaskő, Kisköz utca 1",34.24290444492415,73.16000001780688
63915,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,38,,2,HUN_Szarvaskő_2,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,184.40500002063808,138.30375001547856,nem,,3323,Szarvaskő,Szarvaskő_00472,,,"Szarvaskő, Fő utca 38",65.15939668697017,184.40500002063808
63916,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,122,HUN_Szarvaskő_122,Kisköz utca,,,,L2,2,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,239.94999996945262,179.96249997708946,nem,,3323,Szarvaskő,Szarvaskő_00473,,,"Szarvaskő, Kisköz utca 3",45.54765167416859,119.97499998472631
63917,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,40,,1,HUN_Szarvaskő_1,Fő utca,,,,L1,1,Szarvaskő_007,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,70.85999999824911,53.14499999868683,nem,,3323,Szarvaskő,Szarvaskő_00474,,,"Szarvaskő, Fő utca 40",34.07593520889949,70.85999999824911
63918,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,123,HUN_Szarvaskő_123,Kisköz utca,,,,,,Szarvaskő_011,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00475,,,"Szarvaskő, Kisköz utca 5",23.222815367026676,33.23996999213837
63919,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,25,,125,HUN_Szarvaskő_125,Fő utca,,,,L2,1.5,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,136.49250000480563,102.36937500360423,nem,,3323,Szarvaskő,Szarvaskő_00476,,,"Szarvaskő, Fő utca 25",38.19577255292988,90.99500000320376
63920,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,123,HUN_Szarvaskő_123,Kisköz utca,,,,L1,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,62.19000000212341,46.64250000159256,nem,,3323,Szarvaskő,Szarvaskő_00477,,,"Szarvaskő, Kisköz utca 5",32.018664560908284,62.19000000212341
63921,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,187,HUN_Szarvaskő_187,Egri utca,,,,L5,1,Szarvaskő_018,0.5,0.5,0,0,0,0,0,0.75,170,10,120,8,224.36499998535962,168.2737499890197,nem,,3323,Szarvaskő,Szarvaskő_00478,,,"Szarvaskő, Egri utca 7",64.13806643704272,224.36499998535962
63922,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,127,HUN_Szarvaskő_127,Kisköz utca,,,,L2,1,Szarvaskő_011,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,96.53499997645618,72.40124998234214,nem,,3323,Szarvaskő,Szarvaskő_00479,,,"Szarvaskő, Kisköz utca 2",39.28234736594759,96.53499997645618
