OBJECTID,Orszag_nev,Telepules_nev,Telepulesresz_nev,Tortenelmi_varosresz_nev,Fekves,Epulettipus,Epulet_altipus,Funkcio,Intezmenynev,Hazszam,Epulet_betujel,Helyrajziszam_teljes_epulet,Helyrajziszam_egyedi_epulet,Utcanev_epulet,Muemlek_nev,Muemlek_tipus,Muemlek_torzsszam,Epuletenergetikai_tipus,Epuletenergetikai_szintszam,Epuletenergetikai_tombazonosito,Aga_est,Abm_est,Ath_est,Ael_est,Aelcs_est,Asz_est,Aol_est,Tn_Tbr,E0,Evil,Ee_cs,Evil_cs,Tbr,Ter,Muemleki_vedettseg,Tortenelmi_varosresz_nev_modositott,Iranyitoszam,KSH_korzet,Epulet_azonosito,Hazszam_epulettomb,Epulet_szamozas_egyeb,Postacim_epulet,Shape_Length,Shape_Area
63779,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,30,,248,HUN_Szarvaskő_248,Rózsa utca,,,,L5,2.3,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,170,10,120,8,172.2124999708682,129.15937497815116,nem,,3323,Szarvaskő,Szarvaskő_00336,,,"Szarvaskő, Rózsa utca 30",34.76743670779494,74.87499998733401
63780,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,23,,220,HUN_Szarvaskő_220,Rózsa utca,,,,L2,2.3,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,149.29300003238765,111.96975002429073,nem,,3323,Szarvaskő,Szarvaskő_00337,,,"Szarvaskő, Rózsa utca 23",34.44504973730836,64.91000001408159
63781,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,23/a,,214,HUN_Szarvaskő_214,Tölgyfa utca,,,,L4,1.8,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,383.1299999818951,287.3474999864213,nem,,3323,Szarvaskő,Szarvaskő_00338,,,"Szarvaskő, Tölgyfa utca 23/a",58.51505757076333,212.84999998994172
63782,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,39,,273,HUN_Szarvaskő_273,Rózsa utca,,,,L1,2,Szarvaskő_024,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,91.84000000864268,68.880000006482,nem,,3323,Szarvaskő,Szarvaskő_00339,,,"Szarvaskő, Rózsa utca 39",27.14443797216581,45.92000000432134
63783,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,242,HUN_Szarvaskő_242,Rózsa utca,,,,L2,1,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,85.36999998122454,64.02749998591841,nem,,3323,Szarvaskő,Szarvaskő_00340,,,"Szarvaskő, Rózsa utca 18",38.928705143437824,85.36999998122454
63784,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,32,,250,HUN_Szarvaskő_250,Rózsa utca,,,,L3,1,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,36.91499999299646,27.686249994747342,nem,,3323,Szarvaskő,Szarvaskő_00341,,,"Szarvaskő, Rózsa utca 32",24.700564014360154,36.91499999299646
63785,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,23,,213,HUN_Szarvaskő_213,Tölgyfa utca,,,,L4,1.5,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,155.7900000219606,116.84250001647044,nem,,3323,Szarvaskő,Szarvaskő_00342,,,"Szarvaskő, Tölgyfa utca 23",43.6005498415161,103.86000001464039
63786,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,21,,221,HUN_Szarvaskő_221,Rózsa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,62.78000001430512,47.085000010728834,nem,,3323,Szarvaskő,Szarvaskő_00343,,,"Szarvaskő, Rózsa utca 21",32.51287589756597,62.78000001430512
63787,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,26,,200/34,HUN_Szarvaskő_200/34,Tölgyfa utca,,,,L3,1.8,Szarvaskő_001,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,263.493000030376,197.619750022782,nem,,3323,Szarvaskő,Szarvaskő_00344,,,"Szarvaskő, Tölgyfa utca 26",55.754521640257906,146.38500001687555
63788,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,41,,271,HUN_Szarvaskő_271,Rózsa utca,,,,L3,1.5,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,202.95000002346933,152.212500017602,nem,,3323,Szarvaskő,Szarvaskő_00345,,,"Szarvaskő, Rózsa utca 41",51.10877494648068,135.30000001564622
63789,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,16,,241,HUN_Szarvaskő_241,Rózsa utca,,,,L2,1,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,58.11000000607222,43.58250000455416,nem,,3323,Szarvaskő,Szarvaskő_00346,,,"Szarvaskő, Rózsa utca 16",30.6505721211967,58.11000000607222
63790,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,24,,200/42,HUN_Szarvaskő_200/42,Tölgyfa utca,,,,L3,1.8,Szarvaskő_001,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,124.04699999141693,93.0352499935627,nem,,3323,Szarvaskő,Szarvaskő_00347,,,"Szarvaskő, Tölgyfa utca 24",36.19884080102234,68.91499999523163
63791,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,43,,270,HUN_Szarvaskő_270,Rózsa utca,,,,L3,1,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,53.150000014156106,39.86250001061708,nem,,3323,Szarvaskő,Szarvaskő_00348,,,"Szarvaskő, Rózsa utca 43",29.28289673650967,53.150000014156106
63792,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,24/a,,200/41,HUN_Szarvaskő_200/41,Tölgyfa utca,,,,L3,1.8,Szarvaskő_001,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,98.07300002668799,73.554750020016,nem,,3323,Szarvaskő,Szarvaskő_00349,,,"Szarvaskő, Tölgyfa utca 24/a",29.94261738100954,54.48500001482666
63793,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,19,,222,HUN_Szarvaskő_222,Rózsa utca,,,,L3,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,143.66499998722225,107.74874999041668,nem,,3323,Szarvaskő,Szarvaskő_00350,,,"Szarvaskő, Rózsa utca 19",52.89241193539595,143.66499998722225
63794,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,36,,249,HUN_Szarvaskő_249,Rózsa utca,,,,L2,1,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,59.98000001654029,44.985000012405216,nem,,3323,Szarvaskő,Szarvaskő_00351,,,"Szarvaskő, Rózsa utca 36",31.13079924013312,59.98000001654029
63795,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,21,,212,HUN_Szarvaskő_212,Tölgyfa utca,,,,L1,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,84.57499998435378,63.431249988265336,nem,,3323,Szarvaskő,Szarvaskő_00352,,,"Szarvaskő, Tölgyfa utca 21",39.566271448626374,84.57499998435378
63796,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,14,,240,HUN_Szarvaskő_240,Rózsa utca,,,,L2,1.5,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,126.08249996781349,94.56187497586012,nem,,3323,Szarvaskő,Szarvaskő_00353,,,"Szarvaskő, Rózsa utca 14",36.95684928150024,84.05499997854233
63797,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,40,,252,HUN_Szarvaskő_252,Rózsa utca,,,,L3,1.8,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,156.77099997223914,117.57824997917936,nem,,3323,Szarvaskő,Szarvaskő_00354,,,"Szarvaskő, Rózsa utca 40",39.6666025006848,87.0949999845773
63798,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,17,,223,HUN_Szarvaskő_223,Rózsa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,102.61499999895692,76.96124999921769,nem,,3323,Szarvaskő,Szarvaskő_00355,,,"Szarvaskő, Rózsa utca 17",40.53837392490143,102.61499999895692
63799,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,19,,211,HUN_Szarvaskő_211,Tölgyfa utca,,,,L2,1.5,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,132.84749999117105,99.63562499337829,nem,,3323,Szarvaskő,Szarvaskő_00356,,,"Szarvaskő, Tölgyfa utca 19",38.60347077010174,88.56499999411403
63800,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,38,,253,HUN_Szarvaskő_253,Rózsa utca,,,,L3,1,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,95.74499998643995,71.80874998982996,nem,,3323,Szarvaskő,Szarvaskő_00357,,,"Szarvaskő, Rózsa utca 38",39.826300889781045,95.74499998643995
63801,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,239,HUN_Szarvaskő_239,Rózsa utca,,,,L2,1.5,Szarvaskő_023,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,96.3975000045821,72.29812500343658,nem,,3323,Szarvaskő,Szarvaskő_00358,,,"Szarvaskő, Rózsa utca 12",32.06930044789714,64.26500000305474
63802,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,224,HUN_Szarvaskő_224,Rózsa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,115.64999998919666,86.7374999918975,nem,,3323,Szarvaskő,Szarvaskő_00359,,,"Szarvaskő, Rózsa utca 15",43.824034533765484,115.64999998919666
63803,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,237,HUN_Szarvaskő_237,Rózsa utca,,,,L2,1,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,56.67499999701977,42.506249997764826,nem,,3323,Szarvaskő,Szarvaskő_00360,,,"Szarvaskő, Rózsa utca 10",30.632517991529763,56.67499999701977
63804,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,17,,210,HUN_Szarvaskő_210,Tölgyfa utca,,,,L4,1.8,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,223.71299998142572,167.7847499860693,nem,,3323,Szarvaskő,Szarvaskő_00361,,,"Szarvaskő, Tölgyfa utca 17",59.4573516694124,124.28499998968095
63805,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,209,HUN_Szarvaskő_209,Tölgyfa utca,,,,L4,1.8,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,190.77299997639656,143.07974998229741,nem,,3323,Szarvaskő,Szarvaskő_00362,,,"Szarvaskő, Tölgyfa utca 15",44.29475456323229,105.98499998688698
63806,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,11,,226,HUN_Szarvaskő_226,Rózsa utca,,,,L3,2.3,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,156.23899999862905,117.17924999897178,nem,,3323,Szarvaskő,Szarvaskő_00363,,,"Szarvaskő, Rózsa utca 11",34.8408208410189,67.92999999940395
63807,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,22,,200/40,HUN_Szarvaskő_200/40,Tölgyfa utca,,,,L3,1.8,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,74.15999999195337,55.619999993965024,nem,,3323,Szarvaskő,Szarvaskő_00364,,,"Szarvaskő, Tölgyfa utca 22",27.017034539372005,41.19999999552965
63808,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,13,,208,HUN_Szarvaskő_208,Tölgyfa utca,,,,L3/F,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,67.17499999795109,50.38124999846332,nem,,3323,Szarvaskő,Szarvaskő_00365,,,"Szarvaskő, Tölgyfa utca 13",33.05238432368167,67.17499999795109
63809,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,227,HUN_Szarvaskő_227,Rózsa utca,,,,L4,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,26.485000000298022,19.86375000022352,nem,,3323,Szarvaskő,Szarvaskő_00366,,,"Szarvaskő, Rózsa utca 9",20.95827753063304,26.485000000298022
63810,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,11,,207,HUN_Szarvaskő_207,Tölgyfa utca,,,,L3/F,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,88.74000000547618,66.55500000410713,nem,,3323,Szarvaskő,Szarvaskő_00367,,,"Szarvaskő, Tölgyfa utca 11",47.060616793575456,88.74000000547618
63811,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,20,,200/39,HUN_Szarvaskő_200/39,Tölgyfa utca,,,,L4,1.8,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,97.76700000818074,73.32525000613556,nem,,3323,Szarvaskő,Szarvaskő_00368,,,"Szarvaskő, Tölgyfa utca 20",30.957261427172313,54.315000004544856
63812,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,20,,86,HUN_Szarvaskő_86,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,154.34499997992071,115.75874998494054,nem,,3323,Szarvaskő,Szarvaskő_00369,,,"Szarvaskő, II. Rákóczi Ferenc utca 20",61.31532785577295,154.34499997992071
63813,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,228,HUN_Szarvaskő_228,Rózsa utca,,,,L4,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,89.91000000756233,67.43250000567176,nem,,3323,Szarvaskő,Szarvaskő_00370,,,"Szarvaskő, Rózsa utca 7",39.10417348518854,89.91000000756233
63814,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,87,HUN_Szarvaskő_87,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,128.4150000064075,96.31125000480563,nem,,3323,Szarvaskő,Szarvaskő_00371,,,"Szarvaskő, II. Rákóczi Ferenc utca 18",52.79096772237507,128.4150000064075
63815,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,18,,200/38,HUN_Szarvaskő_200/38,Tölgyfa utca,,,,L4,1.8,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,150.94799997840823,113.21099998380618,nem,,3323,Szarvaskő,Szarvaskő_00372,,,"Szarvaskő, Tölgyfa utca 18",37.70200245330534,83.85999998800457
63816,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,206,HUN_Szarvaskő_206,Tölgyfa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,69.2600000019744,51.94500000148081,nem,,3323,Szarvaskő,Szarvaskő_00373,,,"Szarvaskő, Tölgyfa utca 9",33.601826336321196,69.2600000019744
63817,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,16,,88,HUN_Szarvaskő_88,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,164.76000001017005,123.57000000762753,nem,,3323,Szarvaskő,Szarvaskő_00374,,,"Szarvaskő, II. Rákóczi Ferenc utca 16",58.14525035052459,164.76000001017005
63818,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,229,HUN_Szarvaskő_229,Rózsa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,81.53999999597669,61.15499999698251,nem,,3323,Szarvaskő,Szarvaskő_00375,,,"Szarvaskő, Rózsa utca 5",37.91364441060424,81.53999999597669
63819,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,235,HUN_Szarvaskő_235,Rózsa utca,,,,L2,1.5,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,106.78500000989064,80.08875000741799,nem,,3323,Szarvaskő,Szarvaskő_00376,,,"Szarvaskő, Rózsa utca 6",33.76332282598467,71.19000000659376
63820,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,234,HUN_Szarvaskő_234,Rózsa utca,,,,,,Szarvaskő_022,0.5,0.5,0,0,0,0,0,,,,,,,,nem,,3323,Szarvaskő,Szarvaskő_00377,,,,24.11430185224032,35.1900000006333
63821,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,14,,89,HUN_Szarvaskő_89,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,80.04499999705703,60.033749997792775,nem,,3323,Szarvaskő,Szarvaskő_00378,,,"Szarvaskő, II. Rákóczi Ferenc utca 14",40.0953141964671,80.04499999705703
63822,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,234,HUN_Szarvaskő_234,Rózsa utca,,,,L4,1,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,56.42999999139458,42.32249999354593,nem,,3323,Szarvaskő,Szarvaskő_00379,,,"Szarvaskő, Rózsa utca 4",30.19606642598147,56.42999999139458
63823,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,205,HUN_Szarvaskő_205,Tölgyfa utca,,,,L1,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,97.39499999724329,73.04624999793246,nem,,3323,Szarvaskő,Szarvaskő_00380,,,"Szarvaskő, Tölgyfa utca 7",55.23934605799998,97.39499999724329
63824,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,90,HUN_Szarvaskő_90,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,118.55500000927597,88.91625000695697,nem,,3323,Szarvaskő,Szarvaskő_00381,,,"Szarvaskő, II. Rákóczi Ferenc utca 12",54.010483167989,118.55500000927597
63825,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,91,HUN_Szarvaskő_91,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,103.57000001326203,77.67750000994653,nem,,3323,Szarvaskő,Szarvaskő_00382,,,"Szarvaskő, II. Rákóczi Ferenc utca 10",45.001329183872656,103.57000001326203
63826,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,230,HUN_Szarvaskő_230,Rózsa utca,,,,L2,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,75.48000000759959,56.61000000569969,nem,,3323,Szarvaskő,Szarvaskő_00383,,,"Szarvaskő, Rózsa utca 3",34.92531240006333,75.48000000759959
63827,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,204,HUN_Szarvaskő_204,Tölgyfa utca,,,,L1,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,122.43000000555068,91.822500004163,nem,,3323,Szarvaskő,Szarvaskő_00384,,,"Szarvaskő, Tölgyfa utca 5",56.78167271399952,122.43000000555068
63828,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,92,HUN_Szarvaskő_92,II. Rákóczi Ferenc utca,,,,L4,1.8,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,203.75100001582504,152.81325001186877,nem,,3323,Szarvaskő,Szarvaskő_00385,,,"Szarvaskő, II. Rákóczi Ferenc utca 8",50.24043852853813,113.1950000087917
63829,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,233/1,HUN_Szarvaskő_233/1,Rózsa utca,,,,L2,1.5,Szarvaskő_022,0.5,0.5,0,0,0,0,0,0.75,400,10,120,8,119.85000003213064,89.88750002409797,nem,,3323,Szarvaskő,Szarvaskő_00386,,,"Szarvaskő, Rózsa utca 2",35.802315393766435,79.90000002142042
63830,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,231,HUN_Szarvaskő_231,Rózsa utca,,,,L3,1.8,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,132.61499997384848,99.46124998038636,nem,,3323,Szarvaskő,Szarvaskő_00387,,,"Szarvaskő, Rózsa utca 1",34.675192881104735,73.67499998547137
63831,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,12,,200/7,HUN_Szarvaskő_200/7,Tölgyfa utca,,,,L4,1.8,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,147.618000020653,110.71350001548976,nem,,3323,Szarvaskő,Szarvaskő_00388,,,"Szarvaskő, Tölgyfa utca 12",36.81729908512681,82.01000001147389
63832,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,203,HUN_Szarvaskő_203,Tölgyfa utca,,,,L3/F,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,105.96500001478941,79.47375001109205,nem,,3323,Szarvaskő,Szarvaskő_00389,,,"Szarvaskő, Tölgyfa utca 3",45.576656083289386,105.96500001478941
63833,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,,,51/1,HUN_Szarvaskő_51/1,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,75.49499999891967,56.62124999918975,nem,,3323,Szarvaskő,Szarvaskő_00390,,,,35.530580483757,75.49499999891967
63834,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,21,,52,HUN_Szarvaskő_52,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,116.17000002294779,87.12750001721085,nem,,3323,Szarvaskő,Szarvaskő_00391,,,"Szarvaskő, Iskola utca 21",46.54544388332078,116.17000002294779
63835,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,10,,200/6,HUN_Szarvaskő_200/6,Tölgyfa utca,,,,L1,1,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,49.144999984018504,36.85874998801388,nem,,3323,Szarvaskő,Szarvaskő_00392,,,"Szarvaskő, Tölgyfa utca 10",30.91226721446931,49.144999984018504
63836,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,6,,80,HUN_Szarvaskő_80,II. Rákóczi Ferenc utca,,,,L3/F,1.8,Szarvaskő_014,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,119.6909999940321,89.76824999552407,nem,,3323,Szarvaskő,Szarvaskő_00393,,,"Szarvaskő, II. Rákóczi Ferenc utca 6",33.72100068547878,66.4949999966845
63837,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,15,,50,HUN_Szarvaskő_50,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,68.60999999321997,51.45749999491498,nem,,3323,Szarvaskő,Szarvaskő_00394,,,"Szarvaskő, Iskola utca 15",33.76686062448052,68.60999999321997
63838,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,19,,52,HUN_Szarvaskő_52,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,92.47500998268569,69.35625748701426,nem,,3323,Szarvaskő,Szarvaskő_00395,,,"Szarvaskő, Iskola utca 19",40.47678257094208,92.47500998268569
63839,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,11,,49,HUN_Szarvaskő_49,Iskola utca,,,,L1,1.8,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,125.61299995426833,94.20974996570125,nem,,3323,Szarvaskő,Szarvaskő_00396,,,"Szarvaskő, Iskola utca 11",33.696024952336124,69.78499997459352
63840,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,9,,48,HUN_Szarvaskő_48,Iskola utca,,,,L3,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,330,10,120,8,107.32000001102685,80.49000000827013,nem,,3323,Szarvaskő,Szarvaskő_00397,,,"Szarvaskő, Iskola utca 9",53.32643790755937,107.32000001102685
63841,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,4,,77/2,HUN_Szarvaskő_77/2,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_014,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,158.01000002153216,118.50750001614912,nem,,3323,Szarvaskő,Szarvaskő_00398,,,"Szarvaskő, II. Rákóczi Ferenc utca 4",58.458644752950605,158.01000002153216
63842,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,94,HUN_Szarvaskő_94,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,100.78999999858439,75.5924999989383,nem,,3323,Szarvaskő,Szarvaskő_00399,,,"Szarvaskő, Teréz utca 1",43.34290979135646,100.78999999858439
63843,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,8,,200/5,HUN_Szarvaskő_200/5,Tölgyfa utca,,,,L4,1.8,Szarvaskő_020,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,143.27100000073762,107.45325000055321,nem,,3323,Szarvaskő,Szarvaskő_00400,,,"Szarvaskő, Tölgyfa utca 8",36.802164978932794,79.59500000040978
63844,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,1,,202,HUN_Szarvaskő_202,Tölgyfa utca,,,,L1,1,Szarvaskő_021,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,102.68499999042601,77.0137499928195,nem,,3323,Szarvaskő,Szarvaskő_00401,,,"Szarvaskő, Tölgyfa utca 1",45.66960282115647,102.68499999042601
63845,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,17,,56,HUN_Szarvaskő_56,Iskola utca,,,,L4/F,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,220,10,120,8,119.24499997526405,89.43374998144805,nem,,3323,Szarvaskő,Szarvaskő_00402,,,"Szarvaskő, Iskola utca 17",52.50142518488912,119.24499997526405
63846,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,7,,47,HUN_Szarvaskő_47,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,133.7699999842048,100.32749998815359,nem,,3323,Szarvaskő,Szarvaskő_00403,,,"Szarvaskő, Iskola utca 7",52.377409024818775,133.7699999842048
63847,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,3,,94,HUN_Szarvaskő_94,Teréz utca,,,,L1,1,Szarvaskő_015,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,115.66500001460312,86.74875001095234,nem,,3323,Szarvaskő,Szarvaskő_00404,,,"Szarvaskő, Teréz utca 3",47.32816537913713,115.66500001460312
63848,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,2,,77/1,HUN_Szarvaskő_77/1,II. Rákóczi Ferenc utca,,,,L1,1,Szarvaskő_014,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,150.79500000618398,113.096250004638,nem,,3323,Szarvaskő,Szarvaskő_00405,,,"Szarvaskő, II. Rákóczi Ferenc utca 2",56.51426708058167,150.79500000618398
63849,Magyarország,Szarvaskő,,,belterület,lakóépület,,,,5,,46,HUN_Szarvaskő_46,Iskola utca,,,,L1,1,Szarvaskő_009,0.5,0.5,0,0,0,0,0,0.75,450,10,120,8,132.55499996643513,99.41624997482634,nem,,3323,Szarvaskő,Szarvaskő_00406,,,"Szarvaskő, Iskola utca 5",52.769408974313784,132.55499996643513
