OBJECTID;Orszag_nev;Telepules_nev;Telepulesresz_nev;Tortenelmi_varosresz_nev;Fekves;Epulettipus;Epulet_altipus;Funkcio;Intezmenynev;Hazszam;Epulet_betujel;Helyrajziszam_teljes_epulet;Helyrajziszam_egyedi_epulet;Utcanev_epulet;Muemlek_nev;Muemlek_tipus;Muemlek_torzsszam;Epuletenergetikai_tipus;Epuletenergetikai_szintszam;Epuletenergetikai_tombazonosito;Aga_est;Abm_est;Ath_est;Ael_est;Aelcs_est;Asz_est;Aol_est;Tn_Tbr;E0;Evil;Ee_cs;Evil_cs;Tbr;Ter;Muemleki_vedettseg;Tortenelmi_varosresz_nev_modositott;Iranyitoszam;KSH_korzet;Epulet_azonosito;Hazszam_epulettomb;Epulet_szamozas_egyeb;Postacim_epulet;Shape_Length;Shape_Area
63446;Magyarország;Szarvaskő;;;külterület;egyéb épület;;;;;;072;HUN_Szarvaskő_072;;;;;;;;;;;;;;;;;;;;;;;;3323;Szarvaskő;Szarvaskő_00003;;;;26,580104464679575;42,338080857352658
63447;Magyarország;Szarvaskő;;;belterület;épülettartozék;lépcső közterületen;;;;;69/1;HUN_Szarvaskő_69/1;II. Rákóczi Ferenc utca;;;;;;Szarvaskő_013;;;;;;;;;;;;;;;;;3323;Szarvaskő;Szarvaskő_00004;;;;52,723202742189130;124,389024302786740
63448;Magyarország;Szarvaskő;;;belterület;egyéb épület;;;;;;69/1;HUN_Szarvaskő_69/1;Petőfi Sándor utca;;;;;;;;;;;;;;;;;;;;;;;3323;Szarvaskő;Szarvaskő_00005;;;;18,731358175729870;19,516555370736874
63449;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;;;174;HUN_Szarvaskő_174;Vasút utca;;;;;;;;;;;;;;;;;;;;;;;3323;Szarvaskő;Szarvaskő_00006;;;;41,109933402006774;76,203786569496032
63450;Magyarország;Szarvaskő;;;belterület;egyéb épület;;;;9/c;;171;HUN_Szarvaskő_171;Borsod utca;;;;;1,000000000000000;Szarvaskő_002;;;;;;;;;;;;;70,390000009946519;;nem;;3323;Szarvaskő;Szarvaskő_00007;;;Szarvaskő, Borsod utca 9/c;51,469552383217184;70,390000009946519
63451;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;497;HUN_Szarvaskő_497;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00008;;;;12,462720628314013;5,775040005607009
63452;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;425;HUN_Szarvaskő_425;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00009;;;;15,005666601800016;12,809999997504054
63453;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;544;HUN_Szarvaskő_544;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00010;;;;14,751344541168734;11,820000000968575
63454;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;505;HUN_Szarvaskő_505;Nyugodó utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00011;;;;30,966148459636806;46,945000001899899
63455;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;505;HUN_Szarvaskő_505;Nyugodó utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00012;;;;6,538688053342214;2,209999999366701
63456;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;505;HUN_Szarvaskő_505;Nyugodó utca;;;;;;;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00013;;;;9,853202645313370;6,025000001303852
63457;Magyarország;Szarvaskő;;;zártkert;épülettartozék;;;;;;505;HUN_Szarvaskő_505;Nyugodó utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00014;;;;8,239140495645348;2,909999995082617
63458;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;512;HUN_Szarvaskő_512;Nyugodó utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00015;;;;17,667709085003619;13,464999992065133
63459;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;510/5;HUN_Szarvaskő_510/5;Nyugodó utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00016;;;;21,505221124632186;17,674999991618098
63460;Magyarország;Szarvaskő;;;zártkert;épülettartozék;terasz;;;;;709;HUN_Szarvaskő_709;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00017;;;;12,600944879085421;9,269043999890933
63461;Magyarország;Szarvaskő;;;zártkert;épülettartozék;lépcső;;;;;709;HUN_Szarvaskő_709;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00018;;;;5,848223880375062;2,155794998070151
63462;Magyarország;Szarvaskő;;;belterület;épülettartozék;lépcső;;;;;200/48;HUN_Szarvaskő_200/48;Tölgyfa utca;;;;;;Szarvaskő_001;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00019;;;;15,475978305787814;6,529999993070959
63463;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;200/48;HUN_Szarvaskő_200/48;Tölgyfa utca;;;;;;Szarvaskő_001;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00020;;;;29,587847289451830;45,340100005501512
63464;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;270;HUN_Szarvaskő_270;Rózsa utca;;;;;;Szarvaskő_022;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00021;;;;12,001674165855704;8,760000007748603
63465;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;270;HUN_Szarvaskő_270;Rózsa utca;;;;;;Szarvaskő_022;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00022;;;;26,105809092479763;29,824999994784594
63466;Magyarország;Szarvaskő;;;belterület;épülettartozék;lépcső;;;;;200/39;HUN_Szarvaskő_200/39;Tölgyfa utca;;;;;;Szarvaskő_020;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00023;;;;11,140966544172235;4,350000007636846
63467;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;200/39;HUN_Szarvaskő_200/39;Tölgyfa utca;;;;;;Szarvaskő_020;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00024;;;;32,520918259480602;41,695000013634562
63468;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;200/38;HUN_Szarvaskő_200/38;Tölgyfa utca;;;;;;Szarvaskő_020;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00025;;;;8,811479303217134;4,844999995939434
63469;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;200/38;HUN_Szarvaskő_200/38;Tölgyfa utca;;;;;;Szarvaskő_020;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00026;;;;23,167532295507677;18,580000010952354
63470;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;187;HUN_Szarvaskő_187;Egri utca;;;;;;Szarvaskő_018;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00027;;;;24,067429514635254;25,179999984316524
63471;Magyarország;Szarvaskő;;;belterület;épülettartozék;lépcső;;;;;163;HUN_Szarvaskő_163;Borsod utca;;;;;;Szarvaskő_003;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00028;;;;9,303862153749112;3,583665005438254
63472;Magyarország;Szarvaskő;;;belterület;épülettartozék;lépcső;;;;;163;HUN_Szarvaskő_163;Borsod utca;;;;;;Szarvaskő_003;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00029;;;;8,140746705872797;3,257790002870969
63473;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;163;HUN_Szarvaskő_163;Borsod utca;;;;;;Szarvaskő_003;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00030;;;;17,519282794829788;13,882305003216004
63474;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;163;HUN_Szarvaskő_163;Borsod utca;;;;;;Szarvaskő_003;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00031;;;;11,663512001317754;8,467065002731458
63475;Magyarország;Szarvaskő;;;belterület;épülettartozék;terasz;;;;;163;HUN_Szarvaskő_163;Borsod utca;;;;;;Szarvaskő_003;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00032;;;;47,888245935840338;28,394999983087189
63476;Magyarország;Szarvaskő;;;belterület;épülettartozék;;;;;;171;HUN_Szarvaskő_171;Borsod utca;;;;;;Szarvaskő_002;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00033;;;;27,209409384135000;46,079999999403952
63477;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;497;HUN_Szarvaskő_497;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00034;;;;4,931999395215247;1,440349999161437
63478;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;497;HUN_Szarvaskő_497;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00035;;;;20,255969965742494;25,634999988563358
63479;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;498;HUN_Szarvaskő_498;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00036;;;;27,613851505824275;47,529999999962747
63480;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;493;HUN_Szarvaskő_493;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00037;;;;19,145224002144008;22,904999999962747
63481;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;500;HUN_Szarvaskő_500;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00038;;;;21,266004137410597;26,740000002123416
63482;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;496;HUN_Szarvaskő_496;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00039;;;;15,575758981488423;15,149999999441206
63483;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;499;HUN_Szarvaskő_499;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00040;;;;22,771434710582874;30,384999983534218
63484;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;485;HUN_Szarvaskő_485;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00041;;;;14,287509901770722;12,629999993443489
63485;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;477;HUN_Szarvaskő_477;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00042;;;;16,129791077832543;15,889999996349214
63486;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;501;HUN_Szarvaskő_501;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00043;;;;16,851599525001802;17,740000006407499
63487;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;502/a;HUN_Szarvaskő_502/a;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00044;;;;19,953962670426151;23,879929994558992
63488;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;487;HUN_Szarvaskő_487;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00045;;;;16,279359406628341;14,250000010430814
63489;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;464;HUN_Szarvaskő_464;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00046;;;;34,209355550984554;55,069999989233914
63490;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;475;HUN_Szarvaskő_475;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00047;;;;19,799939340651243;23,659999988004564
63491;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;499;HUN_Szarvaskő_499;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00048;;;;22,497379376498323;27,850000008940697
63492;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;474;HUN_Szarvaskő_474;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00049;;;;19,340058031005338;22,170000007301567
63493;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;495;HUN_Szarvaskő_495;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00050;;;;14,426384128435835;12,794999988302589
63494;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;482;HUN_Szarvaskő_482;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00051;;;;22,356408349953981;30,685000002160670
63495;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;401/2;HUN_Szarvaskő_401/2;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00052;;;;20,651996078133479;25,324999994039537
63496;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;404;HUN_Szarvaskő_404;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00053;;;;25,462527855244758;38,100000001490116
63497;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;481;HUN_Szarvaskő_481;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00054;;;;22,062663979748155;29,510000006444752
63498;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;480;HUN_Szarvaskő_480;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00055;;;;14,430164940028181;12,220000007301568
63499;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;467;HUN_Szarvaskő_467;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00056;;;;25,495284638519550;37,740000003427269
63500;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;462;HUN_Szarvaskő_462;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00057;;;;14,704526049507615;12,985000005885958
63501;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;431;HUN_Szarvaskő_431;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00058;;;;15,983967629473167;15,120000014007092
63502;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;468;HUN_Szarvaskő_468;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00059;;;;22,270230417853409;30,874999994412065
63503;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;405/2;HUN_Szarvaskő_405/2;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00060;;;;23,492147825519190;33,740000000633302
63504;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;428;HUN_Szarvaskő_428;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00061;;;;42,525253015900262;81,900000036135324
63505;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;461;HUN_Szarvaskő_461;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00062;;;;20,304806179245059;25,739999992437660
63506;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;460;HUN_Szarvaskő_460;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00063;;;;22,749067010701154;32,140000003799798
63507;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;444;HUN_Szarvaskő_444;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00064;;;;20,057729250208872;25,115000004917384
63508;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;406;HUN_Szarvaskő_406;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00065;;;;18,417590420296289;20,949999989941716
63509;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;435/1;HUN_Szarvaskő_435/1;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00066;;;;27,903434076499376;47,999999995343387
63510;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;445;HUN_Szarvaskő_445;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00067;;;;13,901666202520254;11,849999997764826
63511;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;425;HUN_Szarvaskő_425;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00068;;;;34,420472406255939;55,669999979548159
63512;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;408;HUN_Szarvaskő_408;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00069;;;;24,406299926119523;33,455000010579823
63513;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;448;HUN_Szarvaskő_448;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00070;;;;16,293786399664850;15,294999996498227
63514;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;438;HUN_Szarvaskő_438;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00071;;;;6,366579047258850;2,430000000335276
63515;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00072;;;;18,886202780843814;20,280000001080335
63516;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;438;HUN_Szarvaskő_438;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00073;;;;12,310988739340129;8,109999989680945
63517;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;438;HUN_Szarvaskő_438;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00074;;;;18,814495087806698;21,550000009126961
63518;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;434/2;HUN_Szarvaskő_434/2;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00075;;;;17,574502832144979;18,149999999441206
63519;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;449;HUN_Szarvaskő_449;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00076;;;;22,073103194734440;26,070000003390014
63520;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00077;;;;22,365245838222201;30,699999995529652
63521;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;435/2;HUN_Szarvaskő_435/2;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00078;;;;20,228100187892871;25,540000015720725
63522;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;457;HUN_Szarvaskő_457;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00079;;;;17,067511841384047;17,259999999739229
63523;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;417;HUN_Szarvaskő_417;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00080;;;;18,169207370841384;20,630000013746319
63524;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00081;;;;22,225577191715175;30,765000006221236
63525;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;441;HUN_Szarvaskő_441;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00082;;;;21,589589409632190;28,700000011920928
63526;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;439;HUN_Szarvaskő_439;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00083;;;;14,156389810811161;9,135000005327166
63527;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;416;HUN_Szarvaskő_416;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00084;;;;18,181689822610956;19,530000003315507
63528;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;440;HUN_Szarvaskő_440;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00085;;;;21,844994171483563;27,160000002160668
63529;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;439;HUN_Szarvaskő_439;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00086;;;;31,558829955874184;55,475000014156102
63530;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;410;HUN_Szarvaskő_410;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00087;;;;19,103041723503228;20,229999996051195
63531;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;456;HUN_Szarvaskő_456;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00088;;;;14,089579762171434;11,325000004656614
63532;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;451;HUN_Szarvaskő_451;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00089;;;;14,291485913763504;12,399999994784594
63533;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;034;HUN_Szarvaskő_034;;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00090;;;;29,529690875775529;51,300000018626456
63534;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;412;HUN_Szarvaskő_412;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00091;;;;32,510477788020431;52,919999992772937
63535;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;411;HUN_Szarvaskő_411;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00092;;;;21,693379340688232;28,960000004023314
63536;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00093;;;;19,000000000000000;22,540000000447034
63537;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00094;;;;17,369469667785967;18,844999996870758
63538;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;034;HUN_Szarvaskő_034;;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00095;;;;18,531541691253047;21,309999996200204
63539;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00096;;;;16,403730019978092;16,809999998621642
63540;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00097;;;;18,000000000000000;20,250000000000000
63541;Magyarország;Szarvaskő;;;külterület;gazdasági- és melléképület;;;;;;035;HUN_Szarvaskő_035;Újszarvaskői utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00098;;;;38,937596014502276;88,014999988526114
63542;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;454/1;HUN_Szarvaskő_454/1;Nyírfa utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00099;;;;22,946195227319354;32,754999996237459
63543;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;544;HUN_Szarvaskő_544;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00100;;;;23,420043851813688;33,494999994821846
63544;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;518;HUN_Szarvaskő_518;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00101;;;;21,583314814583762;28,559999991171061
63545;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;524/1;HUN_Szarvaskő_524/1;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00102;;;;30,863718745302904;55,825000002980232
63546;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;525/1;HUN_Szarvaskő_525/1;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00103;;;;34,794702783102785;68,885000013150275
63547;Magyarország;Szarvaskő;;;zártkert;gazdasági- és melléképület;;;;;;525/2;HUN_Szarvaskő_525/2;Csehi utca;;;;;;;;;;;;;;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00104;;;;18,328835082931427;22,689999992623925
