OBJECTID;Orszag_nev;Telepules_nev;Telepulesresz_nev;Tortenelmi_varosresz_nev;Fekves;Epulettipus;Epulet_altipus;Funkcio;Intezmenynev;Hazszam;Epulet_betujel;Helyrajziszam_teljes_epulet;Helyrajziszam_egyedi_epulet;Utcanev_epulet;Muemlek_nev;Muemlek_tipus;Muemlek_torzsszam;Epuletenergetikai_tipus;Epuletenergetikai_szintszam;Epuletenergetikai_tombazonosito;Aga_est;Abm_est;Ath_est;Ael_est;Aelcs_est;Asz_est;Aol_est;Tn_Tbr;E0;Evil;Ee_cs;Evil_cs;Tbr;Ter;Muemleki_vedettseg;Tortenelmi_varosresz_nev_modositott;Iranyitoszam;KSH_korzet;Epulet_azonosito;Hazszam_epulettomb;Epulet_szamozas_egyeb;Postacim_epulet;Shape_Length;Shape_Area
63805;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;15;;209;HUN_Szarvaskő_209;Tölgyfa utca;;;;L4;1,800000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;190,772999976396560;143,079749982297410;nem;;3323;Szarvaskő;Szarvaskő_00362;;;Szarvaskő, Tölgyfa utca 15;44,294754563232289;105,984999986886980
63806;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;11;;226;HUN_Szarvaskő_226;Rózsa utca;;;;L3;2,300000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;156,238999998629050;117,179249998971780;nem;;3323;Szarvaskő;Szarvaskő_00363;;;Szarvaskő, Rózsa utca 11;34,840820841018903;67,929999999403947
63807;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;22;;200/40;HUN_Szarvaskő_200/40;Tölgyfa utca;;;;L3;1,800000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;74,159999991953370;55,619999993965024;nem;;3323;Szarvaskő;Szarvaskő_00364;;;Szarvaskő, Tölgyfa utca 22;27,017034539372005;41,199999995529652
63808;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;13;;208;HUN_Szarvaskő_208;Tölgyfa utca;;;;L3/F;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;67,174999997951090;50,381249998463318;nem;;3323;Szarvaskő;Szarvaskő_00365;;;Szarvaskő, Tölgyfa utca 13;33,052384323681672;67,174999997951090
63809;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;9;;227;HUN_Szarvaskő_227;Rózsa utca;;;;L4;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;26,485000000298022;19,863750000223519;nem;;3323;Szarvaskő;Szarvaskő_00366;;;Szarvaskő, Rózsa utca 9;20,958277530633040;26,485000000298022
63810;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;11;;207;HUN_Szarvaskő_207;Tölgyfa utca;;;;L3/F;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;88,740000005476176;66,555000004107129;nem;;3323;Szarvaskő;Szarvaskő_00367;;;Szarvaskő, Tölgyfa utca 11;47,060616793575456;88,740000005476176
63811;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;20;;200/39;HUN_Szarvaskő_200/39;Tölgyfa utca;;;;L4;1,800000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;97,767000008180744;73,325250006135562;nem;;3323;Szarvaskő;Szarvaskő_00368;;;Szarvaskő, Tölgyfa utca 20;30,957261427172313;54,315000004544856
63812;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;20;;86;HUN_Szarvaskő_86;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;154,344999979920710;115,758749984940540;nem;;3323;Szarvaskő;Szarvaskő_00369;;;Szarvaskő, II. Rákóczi Ferenc utca 20;61,315327855772949;154,344999979920710
63813;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;7;;228;HUN_Szarvaskő_228;Rózsa utca;;;;L4;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;89,910000007562331;67,432500005671756;nem;;3323;Szarvaskő;Szarvaskő_00370;;;Szarvaskő, Rózsa utca 7;39,104173485188539;89,910000007562331
63814;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;18;;87;HUN_Szarvaskő_87;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;128,415000006407500;96,311250004805629;nem;;3323;Szarvaskő;Szarvaskő_00371;;;Szarvaskő, II. Rákóczi Ferenc utca 18;52,790967722375072;128,415000006407500
63815;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;18;;200/38;HUN_Szarvaskő_200/38;Tölgyfa utca;;;;L4;1,800000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;150,947999978408230;113,210999983806180;nem;;3323;Szarvaskő;Szarvaskő_00372;;;Szarvaskő, Tölgyfa utca 18;37,702002453305340;83,859999988004574
63816;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;9;;206;HUN_Szarvaskő_206;Tölgyfa utca;;;;L2;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;400,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;69,260000001974404;51,945000001480807;nem;;3323;Szarvaskő;Szarvaskő_00373;;;Szarvaskő, Tölgyfa utca 9;33,601826336321196;69,260000001974404
63817;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;16;;88;HUN_Szarvaskő_88;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;164,760000010170050;123,570000007627530;nem;;3323;Szarvaskő;Szarvaskő_00374;;;Szarvaskő, II. Rákóczi Ferenc utca 16;58,145250350524591;164,760000010170050
63818;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;5;;229;HUN_Szarvaskő_229;Rózsa utca;;;;L2;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;400,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;81,539999995976686;61,154999996982511;nem;;3323;Szarvaskő;Szarvaskő_00375;;;Szarvaskő, Rózsa utca 5;37,913644410604242;81,539999995976686
63819;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;6;;235;HUN_Szarvaskő_235;Rózsa utca;;;;L2;1,500000000000000;Szarvaskő_022;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;400,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;106,785000009890640;80,088750007417985;nem;;3323;Szarvaskő;Szarvaskő_00376;;;Szarvaskő, Rózsa utca 6;33,763322825984673;71,190000006593763
63820;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;;;234;HUN_Szarvaskő_234;Rózsa utca;;;;;;Szarvaskő_022;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;;;;;;;;nem;;3323;Szarvaskő;Szarvaskő_00377;;;;24,114301852240320;35,190000000633297
63821;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;14;;89;HUN_Szarvaskő_89;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;80,044999997057033;60,033749997792775;nem;;3323;Szarvaskő;Szarvaskő_00378;;;Szarvaskő, II. Rákóczi Ferenc utca 14;40,095314196467100;80,044999997057033
63822;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;4;;234;HUN_Szarvaskő_234;Rózsa utca;;;;L4;1,000000000000000;Szarvaskő_022;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;56,429999991394581;42,322499993545932;nem;;3323;Szarvaskő;Szarvaskő_00379;;;Szarvaskő, Rózsa utca 4;30,196066425981471;56,429999991394581
63823;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;7;;205;HUN_Szarvaskő_205;Tölgyfa utca;;;;L1;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;97,394999997243289;73,046249997932463;nem;;3323;Szarvaskő;Szarvaskő_00380;;;Szarvaskő, Tölgyfa utca 7;55,239346057999981;97,394999997243289
63824;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;12;;90;HUN_Szarvaskő_90;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;118,555000009275970;88,916250006956972;nem;;3323;Szarvaskő;Szarvaskő_00381;;;Szarvaskő, II. Rákóczi Ferenc utca 12;54,010483167989001;118,555000009275970
63825;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;10;;91;HUN_Szarvaskő_91;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;103,570000013262030;77,677500009946527;nem;;3323;Szarvaskő;Szarvaskő_00382;;;Szarvaskő, II. Rákóczi Ferenc utca 10;45,001329183872656;103,570000013262030
63826;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;3;;230;HUN_Szarvaskő_230;Rózsa utca;;;;L2;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;400,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;75,480000007599585;56,610000005699689;nem;;3323;Szarvaskő;Szarvaskő_00383;;;Szarvaskő, Rózsa utca 3;34,925312400063333;75,480000007599585
63827;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;5;;204;HUN_Szarvaskő_204;Tölgyfa utca;;;;L1;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;122,430000005550680;91,822500004163004;nem;;3323;Szarvaskő;Szarvaskő_00384;;;Szarvaskő, Tölgyfa utca 5;56,781672713999519;122,430000005550680
63828;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;8;;92;HUN_Szarvaskő_92;II. Rákóczi Ferenc utca;;;;L4;1,800000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;203,751000015825040;152,813250011868770;nem;;3323;Szarvaskő;Szarvaskő_00385;;;Szarvaskő, II. Rákóczi Ferenc utca 8;50,240438528538128;113,195000008791690
63829;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;2;;233/1;HUN_Szarvaskő_233/1;Rózsa utca;;;;L2;1,500000000000000;Szarvaskő_022;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;400,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;119,850000032130640;89,887500024097974;nem;;3323;Szarvaskő;Szarvaskő_00386;;;Szarvaskő, Rózsa utca 2;35,802315393766435;79,900000021420425
63830;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;1;;231;HUN_Szarvaskő_231;Rózsa utca;;;;L3;1,800000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;132,614999973848480;99,461249980386356;nem;;3323;Szarvaskő;Szarvaskő_00387;;;Szarvaskő, Rózsa utca 1;34,675192881104735;73,674999985471374
63831;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;12;;200/7;HUN_Szarvaskő_200/7;Tölgyfa utca;;;;L4;1,800000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;147,618000020653000;110,713500015489760;nem;;3323;Szarvaskő;Szarvaskő_00388;;;Szarvaskő, Tölgyfa utca 12;36,817299085126812;82,010000011473892
63832;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;3;;203;HUN_Szarvaskő_203;Tölgyfa utca;;;;L3/F;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;105,965000014789410;79,473750011092051;nem;;3323;Szarvaskő;Szarvaskő_00389;;;Szarvaskő, Tölgyfa utca 3;45,576656083289386;105,965000014789410
63833;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;;;51/1;HUN_Szarvaskő_51/1;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;75,494999998919667;56,621249999189750;nem;;3323;Szarvaskő;Szarvaskő_00390;;;;35,530580483756999;75,494999998919667
63834;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;21;;52;HUN_Szarvaskő_52;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;116,170000022947790;87,127500017210849;nem;;3323;Szarvaskő;Szarvaskő_00391;;;Szarvaskő, Iskola utca 21;46,545443883320779;116,170000022947790
63835;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;10;;200/6;HUN_Szarvaskő_200/6;Tölgyfa utca;;;;L1;1,000000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;49,144999984018504;36,858749988013876;nem;;3323;Szarvaskő;Szarvaskő_00392;;;Szarvaskő, Tölgyfa utca 10;30,912267214469310;49,144999984018504
63836;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;6;;80;HUN_Szarvaskő_80;II. Rákóczi Ferenc utca;;;;L3/F;1,800000000000000;Szarvaskő_014;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;119,690999994032100;89,768249995524073;nem;;3323;Szarvaskő;Szarvaskő_00393;;;Szarvaskő, II. Rákóczi Ferenc utca 6;33,721000685478778;66,494999996684498
63837;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;15;;50;HUN_Szarvaskő_50;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;68,609999993219972;51,457499994914983;nem;;3323;Szarvaskő;Szarvaskő_00394;;;Szarvaskő, Iskola utca 15;33,766860624480522;68,609999993219972
63838;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;19;;52;HUN_Szarvaskő_52;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;92,475009982685691;69,356257487014261;nem;;3323;Szarvaskő;Szarvaskő_00395;;;Szarvaskő, Iskola utca 19;40,476782570942078;92,475009982685691
63839;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;11;;49;HUN_Szarvaskő_49;Iskola utca;;;;L1;1,800000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;125,612999954268330;94,209749965701249;nem;;3323;Szarvaskő;Szarvaskő_00396;;;Szarvaskő, Iskola utca 11;33,696024952336124;69,784999974593518
63840;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;9;;48;HUN_Szarvaskő_48;Iskola utca;;;;L3;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;107,320000011026850;80,490000008270130;nem;;3323;Szarvaskő;Szarvaskő_00397;;;Szarvaskő, Iskola utca 9;53,326437907559367;107,320000011026850
63841;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;4;;77/2;HUN_Szarvaskő_77/2;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_014;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;158,010000021532160;118,507500016149120;nem;;3323;Szarvaskő;Szarvaskő_00398;;;Szarvaskő, II. Rákóczi Ferenc utca 4;58,458644752950605;158,010000021532160
63842;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;1;;94;HUN_Szarvaskő_94;Teréz utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;100,789999998584390;75,592499998938294;nem;;3323;Szarvaskő;Szarvaskő_00399;;;Szarvaskő, Teréz utca 1;43,342909791356462;100,789999998584390
63843;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;8;;200/5;HUN_Szarvaskő_200/5;Tölgyfa utca;;;;L4;1,800000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;143,271000000737620;107,453250000553210;nem;;3323;Szarvaskő;Szarvaskő_00400;;;Szarvaskő, Tölgyfa utca 8;36,802164978932794;79,595000000409783
63844;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;1;;202;HUN_Szarvaskő_202;Tölgyfa utca;;;;L1;1,000000000000000;Szarvaskő_021;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;102,684999990426010;77,013749992819498;nem;;3323;Szarvaskő;Szarvaskő_00401;;;Szarvaskő, Tölgyfa utca 1;45,669602821156467;102,684999990426010
63845;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;17;;56;HUN_Szarvaskő_56;Iskola utca;;;;L4/F;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;119,244999975264050;89,433749981448045;nem;;3323;Szarvaskő;Szarvaskő_00402;;;Szarvaskő, Iskola utca 17;52,501425184889122;119,244999975264050
63846;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;7;;47;HUN_Szarvaskő_47;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;133,769999984204790;100,327499988153590;nem;;3323;Szarvaskő;Szarvaskő_00403;;;Szarvaskő, Iskola utca 7;52,377409024818775;133,769999984204790
63847;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;3;;94;HUN_Szarvaskő_94;Teréz utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;115,665000014603120;86,748750010952335;nem;;3323;Szarvaskő;Szarvaskő_00404;;;Szarvaskő, Teréz utca 3;47,328165379137133;115,665000014603120
63848;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;2;;77/1;HUN_Szarvaskő_77/1;II. Rákóczi Ferenc utca;;;;L1;1,000000000000000;Szarvaskő_014;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;150,795000006183980;113,096250004637990;nem;;3323;Szarvaskő;Szarvaskő_00405;;;Szarvaskő, II. Rákóczi Ferenc utca 2;56,514267080581668;150,795000006183980
63849;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;5;;46;HUN_Szarvaskő_46;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;132,554999966435130;99,416249974826343;nem;;3323;Szarvaskő;Szarvaskő_00406;;;Szarvaskő, Iskola utca 5;52,769408974313784;132,554999966435130
63850;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;8;;59;HUN_Szarvaskő_59;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_010;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;123,760000019297000;92,820000014472754;nem;;3323;Szarvaskő;Szarvaskő_00407;;;Szarvaskő, Iskola utca 8;50,551488522672443;123,760000019297000
63851;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;5;;95;HUN_Szarvaskő_95;Teréz utca;;;;L1/M;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,650000000000000;450,000000000000000;10,000000000000000;315,000000000000000;8,000000000000000;92,774999982677400;60,303749988740314;igen;;3323;Szarvaskő;Szarvaskő_00408;;;Szarvaskő, Teréz utca 5;38,642286343550289;92,774999982677400
63852;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;4;;200/3;HUN_Szarvaskő_200/3;Tölgyfa utca;;;;L4;1,500000000000000;Szarvaskő_020;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;119,572499970495710;89,679374977871788;nem;;3323;Szarvaskő;Szarvaskő_00409;;;Szarvaskő, Tölgyfa utca 4;38,260627789847319;79,714999980330475
63853;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;3;;45;HUN_Szarvaskő_45;Iskola utca;;;;L3/F;1,000000000000000;Szarvaskő_009;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;330,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;145,545000014938410;109,158750011203810;nem;;3323;Szarvaskő;Szarvaskő_00410;;;Szarvaskő, Iskola utca 3;57,871078653925863;145,545000014938410
63854;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;6;;60;HUN_Szarvaskő_60;Iskola utca;;;;L1;1,000000000000000;Szarvaskő_010;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;143,699999998509900;107,774999998882420;nem;;3323;Szarvaskő;Szarvaskő_00411;;;Szarvaskő, Iskola utca 6;59,906793304690254;143,699999998509900
63855;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;7;;96;HUN_Szarvaskő_96;Teréz utca;;;;L1;1,000000000000000;Szarvaskő_015;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;450,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;104,065000001005830;78,048750000754367;nem;;3323;Szarvaskő;Szarvaskő_00412;;;Szarvaskő, Teréz utca 7;44,450054262700256;104,065000001005830
63856;Magyarország;Szarvaskő;;;belterület;lakóépület;;;;4;;62;HUN_Szarvaskő_62;Iskola utca;;;;L4;1,800000000000000;Szarvaskő_010;0,500000000000000;0,500000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;0,750000000000000;220,000000000000000;10,000000000000000;120,000000000000000;8,000000000000000;173,322000039026140;129,991500029269620;nem;;3323;Szarvaskő;Szarvaskő_00413;;;Szarvaskő, Iskola utca 4;43,996021347968423;96,290000021681180
