OBJECTID;Orszag_nev;Telepules_nev;Epuletenergetikai_tombazonosito;Shape_Length;Shape_Area
2423;Magyarország;Verpelét;Verpelét_028;865,1564496;28338,72547
2424;Magyarország;Verpelét;Verpelét_029;328,7610189;6794,11
2425;Magyarország;Verpelét;Verpelét_030;751,4187273;16161,81004
2426;Magyarország;Verpelét;Verpelét_031;770,2385656;16732,84
2427;Magyarország;Verpelét;Verpelét_032;374,3071609;6168,979593
2428;Magyarország;Verpelét;Verpelét_033;465,1831171;12708,43
2429;Magyarország;Verpelét;Verpelét_034;874,0302082;10661,15562
2430;Magyarország;Verpelét;Verpelét_035;696,9946578;30825,32
2431;Magyarország;Verpelét;Verpelét_036;447,0082873;5993,63
2432;Magyarország;Verpelét;Verpelét_037;623,2200092;22558,465
2433;Magyarország;Verpelét;Verpelét_038;561,765836;17817,40704
2434;Magyarország;Verpelét;Verpelét_039;681,1758045;18024,48246
2435;Magyarország;Verpelét;Verpelét_040;906,4065968;33072,92084
2436;Magyarország;Verpelét;Verpelét_041;956,1990078;34865,41512
2437;Magyarország;Verpelét;Verpelét_042;1346,335997;53186,95456
2438;Magyarország;Verpelét;Verpelét_043;689,7043641;26514,43582
2439;Magyarország;Verpelét;Verpelét_044;1126,200657;71564,695
2440;Magyarország;Verpelét;Verpelét_045;734,3147298;26616,20597
2441;Magyarország;Verpelét;Verpelét_046;582,9138289;19140,775
2442;Magyarország;Verpelét;Verpelét_047;1249,555011;55190,11534
2443;Magyarország;Verpelét;Verpelét_048;907,0720399;31616,18604
2444;Magyarország;Verpelét;Verpelét_049;910,4872748;38994,72489
2445;Magyarország;Verpelét;Verpelét_050;899,8296867;24157,17982
2446;Magyarország;Verpelét;Verpelét_051;801,4108576;34256,32623
2447;Magyarország;Verpelét;Verpelét_052;758,6821939;31448,28
2448;Magyarország;Verpelét;Verpelét_053;138,0276836;1037,219618
2449;Magyarország;Verpelét;Verpelét_054;845,3657611;30259,86109
2450;Magyarország;Verpelét;Verpelét_055;1612,242836;96278,76484
2451;Magyarország;Verpelét;Verpelét_056;564,7253415;14198,09
2452;Magyarország;Verpelét;Verpelét_057;431,9928912;8468,01601
2453;Magyarország;Verpelét;Verpelét_058;326,8917658;6225,91861
2454;Magyarország;Verpelét;Verpelét_059;750,8174912;31297,93103
2455;Magyarország;Verpelét;Verpelét_060;710,9983781;28757,64932
2456;Magyarország;Verpelét;Verpelét_061;678,9757062;24711,09386
2457;Magyarország;Verpelét;Verpelét_062;1412,823439;82551,49091
2458;Magyarország;Verpelét;Verpelét_063;368,3504373;4541,374113
2459;Magyarország;Verpelét;Verpelét_064;419,5514413;9860,959821
2460;Magyarország;Verpelét;Verpelét_065;1833,542936;32518,90999
2461;Magyarország;Verpelét;Verpelét_066;168,1097762;1587,398948
2462;Magyarország;Verpelét;Verpelét_067;1039,521084;19860,51926
2463;Magyarország;Verpelét;Verpelét_068;435,8281621;5889,989349
2464;Magyarország;Verpelét;Verpelét_069;663,8948201;18259,9056
2465;Magyarország;Verpelét;Verpelét_070;508,9521532;12976,77637
2466;Magyarország;Verpelét;Verpelét_071;364,9119034;3894,115433
2467;Magyarország;Verpelét;Verpelét_072;477,8127112;9651,843927
2468;Magyarország;Verpelét;Verpelét_073;690,3357192;20645,67976
2469;Magyarország;Verpelét;Verpelét_074;370,3346522;8423,727008
2470;Magyarország;Verpelét;Verpelét_075;646,9030747;12638,12987
2471;Magyarország;Verpelét;Verpelét_076;606,0022271;19294,34534
2472;Magyarország;Verpelét;Verpelét_077;652,84598;21701,47469
2473;Magyarország;Verpelét;Verpelét_078;537,9765935;13621,76569
2474;Magyarország;Verpelét;Verpelét_079;1068,610899;37244,70093
2475;Magyarország;Verpelét;Verpelét_080;88,00359442;334,92504
2476;Magyarország;Verpelét;Verpelét_081;322,078192;5449,188079
2477;Magyarország;Verpelét;Verpelét_082;401,5344689;8755,5848
2478;Magyarország;Verpelét;Verpelét_083;383,9483621;5090,52915
2479;Magyarország;Verpelét;Verpelét_084;452,3063547;11870,88939
2480;Magyarország;Verpelét;Verpelét_085;119,2497311;637,585
2481;Magyarország;Verpelét;Verpelét_086;734,2556459;25632,645
2482;Magyarország;Verpelét;Verpelét_087;1042,42125;61442,48666
2483;Magyarország;Verpelét;Verpelét_088;376,0174905;4374,57112
2484;Magyarország;Verpelét;Verpelét_089;608,9874474;15877,75865
2485;Magyarország;Verpelét;Verpelét_090;628,619341;15245,76402
2486;Magyarország;Verpelét;Verpelét_091;1625,665982;160566,4133
2487;Magyarország;Verpelét;Verpelét_092;461,0949525;11493,09995
2488;Magyarország;Verpelét;Verpelét_093;1006,624186;35069,05493
2489;Magyarország;Verpelét;Verpelét_094;514,8358641;10815,28063
2490;Magyarország;Verpelét;Verpelét_095;284,8221248;5000,635
